Title,Abstract,True_LCSH,Predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
circuit riders for mental health : the hogg foundation in twentieth-century texas,"circuit riders for mental health explores the transformation of popular understandings of mental health, the reform of scandal-ridden hospitals and institutions, the emergence of community mental health services, and the extension of mental health services to minority populations around the state of texas author williams s bush focuses especially on the years between 1940 and 1980 to demonstrate the dramatic, though sometimes halting and conflicted, progress made in texas to provide mental health services to its people over the second half of the twentieth century at the story's center is the hogg foundation for mental health, a private-public philanthropic organization housed at the university of texas for the first three decades of its existence, the hogg foundation was the state's leading source of public information, policy reform, and professional education in mental health its staff and allies throughout the state described themselves as ""circuit riders"" as they traveled around texas to introduce urban and rural audiences to the concept of mental health, provide consultation for all manner of social services, and sometimes intervene in thorny issues surrounding race, ethnicity, gender, class, region, and social and cultural change (from summary in ecip data view)",mental health services; mental health policy; mentally ill,"Mental health services, Texas, Hogg Foundation for Mental Health, Public health administration, Community mental health services, Mental health policy, Philanthropy, Social medicine, Medical sociology, Rural health, Urban health, Human services, Social work with groups, Group work, Health education, Health reform, Public health administration, Social reformers, Human services administration, Health services administration, Mental health and psychiatry, Social change, Community organization, Social movements, Health services research, Health policy, Health education research.","Mental health services,Texas,Dormant accounts,Public health administration,Community mental health services,Mental health policy,Charitable giving,Social medicine,Clinical sociology,Rural health,Urban health,Human services,Social group work,Group decision making,Health education,Health care reform,Public health administration,Social reformers,Human services,Health services administration,Mental health,Social change,Community organization,Social movements,Health services accessibility,Health regulations,Health education",0.67,0.08,0.33,0.45,24.00
living gluten-free for dummies,"is a gluten-free lifestyle the right choice for you? recognize the medical conditions that benefit from a gluten-free diet, and learn to decipher food labels and make smart choices when eating out",gluten-free diet; gluten-free diet; celiac disease,"Celiac disease, Gluten-free diet, Food labeling, Nutrition, Diet, Health and hygiene","Celiac disease,Gluten-free diet,Food science,Nutrition,Diet,Health and hygiene",1.00,0.33,0.62,0.54,6.00
the ketogenic bible : the authoritative guide to ketosis,"the ketogenic bible is the most complete, authoritative source for information relating to ketosis this book is a one-stop-shop that explains the history, the science, and the therapeutic benefits of the ketogenic diet, outlines the general guidelines for following this diet, and provides a wide variety of keto recipes readers will come away with a firm understanding of the ketogenic diet, its potential uses, and the ways it can be implemented using a scientific approach, the authors have drawn from both extensive research and practical experience to bring readers an all-encompassing approach-- source other than the library of congress",ketogenic diet; low-carbohydrate diet,"ketogenic diet, ketosis, diet therapy, nutrition, fasting, low-carbohydrate diet","Ketogenic diet,Ketogenic diet,Diet therapy,Nutrition,Fasting,Low-carbohydrate diet",1.00,0.40,0.88,0.65,5.00
cardiovascular nursing secrets,"this book is designed to be helpful for both new and experienced nurses in the cardiovascular field new graduates, novice nurses, or those nurses returning to work in the cardiovascular field will find the book especially helpful in learning the ""pearls"" or ""secrets"" of practice the book is written in a question & answer format-- source other than library of congress",cardiovascular system,"Cardiovascular nursing, Nursing, Medical secrets, Question and answer guides","Practical nursing,Nursing,Medical errors,Study guides",0.00,0.00,0.00,0.13,4.00
understanding transference : the power of patterns in the therapeutic relationship,"""this comprehensive book compares and contrasts the main approaches of psychotherapy and the way they deal with transference beginning with an overview of transference as a difficulty to be overcome, the book considers also its full acceptance as a major tool in the hands of the therapists murdin looks at the difficulties and dangers, both technical and ethical, in understanding and using transference from a theoretical point of view her main focus through clinical illustrations is of the use of the concept to the practitioner in one-to-one therapy situations""-- provided by publisher",transference (psychology),"transference (Psychology), Psychotherapy, Psychological therapy, Interpersonal relations, Counseling, Mental health services, Human behavior, Psychological patterns","Transference (Psychology),Psychotherapy,Feeling therapy,Interpersonal relations,Counseling,Mental health services,Human behavior,Psychological aspects",1.00,0.12,0.50,0.47,8.00
contemporary challenges in medical education : from theory to practice,"this book provides a roadmap for frontline clinician-educators who are grappling with how best to teach learners in the fast paced learning environment of clinical medicine where the hidden curriculum still remains we provide insight into how to approach these topics with learners, and pose unanswered questions for future scholarly work",clinical medicine; medicine; medical education,"medical education, Clinical medicine, Medical education, Teaching, Physician-educators, Medical personnel, education","Medical education,Clinical medicine,Medical education,Teaching,School physicians,Medical personnel,Education",0.67,0.33,0.83,0.75,6.00
a barefoot doctor's guide for women: tales about well-being,"""providing an integrated, commonsense approach to women's hormonal health, this book brings together materials from diverse sources--alternative and conventional medical journals, acupuncture, homeopathy, naturopathy, and the personal experience of the author and her patients--into a single resource""--provided by publisher",women; women; endocrine gynecology; hormones,"women's health, homeopathy, naturopathy, acupuncture, alternative medicine, hormonal health, women's wellness","Health education of women,Homeopathy,Naturopathy,Acupuncture,Alternative medicine,Hormones,Health education of women",0.33,0.17,0.50,0.40,6.00
experts answer 95 new practice management questions,"""a great resource for medical practice executives, the 95 questions in this book review many frequently asked questions received by the mgma information center over the years, as well as questions that address current issues and emerging trends in our ever-changing and complex healthcare environment""--provided by publisher",medicine,"Medical practice management, Medical personnel, Medical records, Health care reform, Practice management, Healthcare industry, Medical administration","Medical consultation,Medical personnel,Medical records,Health care reform,Professional practice,Health promotion industry,Medical care",0.00,0.00,0.00,0.53,7.00
development and application of biomarkers,"""a comprehensive assessment of biomarkers, this book covers the history and current status of the application of biomarkers in diagnostics and prognostics it explores the technology used for the study of biomarkers, and the validation of biomarkers including a comparison of the various technologies used to identify and measure biomarkers the editors emphasize the technology underlying biomarkers and the translation of basic science to clinical laboratory technology, including the commercial development of biomarkers the book also covers proteomics and proteomic technologies and their applications in the identification of biomarkers""--provided by publisher",biochemical markers,"Biomarkers, Medical diagnostics, Medical prognosis, Proteomics, Clinical laboratory techniques, Biotechnology","High throughput screening (Drug development),Medical examinations,Prognosis,Proteomics,Diagnosis, Laboratory,Biotechnology",0.00,0.00,0.00,0.27,7.00
anaesthetic and perioperative complications,"""anaesthetic and perioperative complications dissects the nature of complications and helps anaesthetists and anaesthetic practitioners understand, avoid and manage them efficiently leading experts combine the detailed clinical management of common and important anaesthetic and perioperative complications with discussion of the key philosophical, ethical and medico-legal issues that arise with assessing a medical complication initial chapters discuss how and why complications occur, the prevention of complications and risk management the main body of the text reviews the clinical management of airway, respiratory, cardiovascular, neurological, psychological, endocrine, hepatic, renal and transfusion-related complications, as well as injury during anaesthesia, complications related to regional and obstetric anaesthesia, drug reactions, equipment malfunction and post-operative management of complications each chapter contains sample cases of complications and medical errors, giving clinical scenario, outcomes and recommendations for improved management this is an important practical and clinical text for all anaesthetists and anaesthetic practitioners, both trained and trainees""--provided by publisher",anesthesia; anesthetics,Anesthesia; Complications; Medical errors; Risk management; Anaesthetists; Medical personnel; Perioperative care,Anesthesia in traumatology,0.00,0.00,0.00,0.78,1.00
"trade in health : economics, ethics and public policy","'trade in health is a timely reflection on the interface of economics with the ethics and public policy facets of the international movement of patients health issues such as these are at the forefront of modern political economy""national"" health is increasingly less so reisman's previous scholarship in this area is brought to bear in an insightful and eminently readable and engaging fashion in an area where uncovering the facts is more difficult than ""decyphering the dead sea scrolls"", such a reflective work on the critical aspects of political economy helps to fill a void in considering whether such trade is likely to be in the interests of patients, nations and the global community in addition to the rosy picture of healthy and wealthy tourists having a sojourn for medical care during a vacation, reisman is not afraid to tackle the thorny issues concerning trade in organs, eggs and even death, in this sobering and comprehensive volume it is a rare skill to bring the luminaries of smith, marshall, mill and confucius to bear on such a contemporary tale! international travel by patients is at the nexus of a revolution in global health it is driving and affecting aspects of foreign investment, health worker migration and e-health provision reisman skilfully links these foundations of health care, and as such provides critical text for consideration by those seeking to build and strengthen future health systems trade in health is an excellent overview it provides critical insights for those new to the area as well as new information and challenges for those of us involved for a number of years' - richard smith, professor of health ssytem economics and dean of faculty of public health and policy, london school of hygiene & tropical medicine, uk once exports and imports meant agriculture and industry in the global economy and the electronic age, trade is also expanding into the service sector this timely book closely examines trade in health it documents the growth of a cross-national service that in the past was mainly consumed at home following from his highly successful book health tourism, professor david reisman offers a comprehensive and searching multidisciplinary account of the way in which medical services, patients, capital and professionals are making up a global healthcare economy that crosses borders he reflects on their pursuit of lower prices, better quality and a differentiated product, and suggests that public policy is essential if the ethical capital of interdependent societies is not to be eroded by the international market in health and care written in a concise and lucid form, this original book will be of great interest to all people interested in the internationalization of health care combining theory and empirical evidence from economics, tourism and medical care, scholars involved in health policy and social administration will find much of significance in this authoritative study -- source other than library of congress",medical economics; international trade; medical policy,"International trade, Health services administration, Medical tourism, Health policy, Public health, Economics, Medical ethics, Global health, Health services accessibility","International trade,Health services administration,Medical tourism,Health regulations,Public health,Economics,Medical ethics,World health,Health services accessibility",0.33,0.11,0.39,0.60,9.00
cervical cancer : current and emerging trends in detection and treatment,"an introduction to cervical cancer including what it is, how it's diagnosed, and how to treat and prevent the disease",cervix uteri,"Cervical cancer, Cancer treatment, Cancer prevention, Gynecologic cancer, Uterine neoplasms, Cancer diagnosis","Vaginal smears,Cancer pain,Cancer in pregnancy,Gynecologic pathology,Uterine fibroids,Carcinology",0.00,0.00,0.00,0.32,6.00
accountable care organizations as a model of integrated care,"the provision of health care in the united states has been described as fragmented, with patients seeing multiple providers fragmented care has been found to be, among other things, both costly, since provider payments are not linked to performance or outcomes and services can be duplicative, and of lower quality, since providers lack financial incentives to coordinate care this book examines acos as a model of integrated care with a focus on delivery systems such as the mayo clinic, geisinger health system, kaiser permanente and intermountain healthcare while acos can be designed with varying features, most models put primary care physicians at the core, along with other providers, and emphasize simultaneously reducing costs and improving quality-- source other than library of congress",accountable care organizations (medical care); medical care; health care reform; medicare,"Accountable care organizations, Integrated care, Health care reform, United States, Medical care coordination, Primary care, Quality of health care, Health care costs, Healthcare delivery, Medical economics","Accountable care organizations (Medical care),Integrated delivery of health care,Health care reform,United States,Primary care (Medicine),Primary health care,Primary health care,Medical care, Cost of,Integrated delivery of health care,Medical economics",0.75,0.33,0.82,0.64,9.00
the evolution of medical technology,"""a book for young adults exploring the history and evolution of medical technology""-- provided by publisher",medicine; medical innovations; medical technology,"medical technology, medical innovations, history of medicine","Medical technology,Medical innovations,Medical history taking",0.67,0.67,1.00,0.84,3.00
obesity : a reference handbook,"includes biographical sketches, a glossary and references all relating to obesity and its treatment",obesity,"Obesity, Weight loss, Body mass index, Dietetics, Nutritional sciences, Public health, Health education, Medical reference works","Obesity,Weight loss,Body mass index,Dietetics,Nutrition students,Public health,Health education,Proposal writing in medicine",1.00,0.12,0.63,0.48,8.00
"real baby food : easy, all-natural recipes for your baby & toddler","""simple recipes for a wholesome start -- nothing compares with making your own baby food: it's fresh and unprocessed, you choose what goes into it, and it is a delicious way to introduce your child to a world of flavors in real baby food, jenna helwig helps you fit this loving act into a busy day's routine by making the process easy, fast, and flexible with 100 meals to begin a lifetime of healthy eating--from the moment your baby takes her first bite of solid food through her toddler years when she's happily ensconced in a booster seat at the family table real baby food is your guide to these important first years of eating find the building blocks of starting your child on solid foods, how to recognize food allergies, and easy ways to cook in bulk recipes progress from single-ingredient purees to multi-flavor blends like salmon, kale, and sweet potato smash; then move on to finger foods--turkey meatloaf bites, maple graham animals--and finally toddler meals and snacks most can be made ahead and frozen, many are easily adapted for grown-up tastes, and all include full nutritional information""-- provided by publisher",infants; toddlers; cooking (natural foods),"baby food, infant nutrition, toddlers, recipes, healthy eating, food allergy, cooking for children","Baby foods,Nutrition,Toddlers,Recipes,Weight gain,Food allergy,Cooking for children",0.33,0.14,1.00,0.54,7.00
so far from home : lost and found in our brave new world,"""we live in a time of increasing extremism and polarization, where the distinction between fact and opinion has been lost instant electronic interaction has replaced thoughtful human interaction organizations are bloated by bureaucracy and meaningless measures those working for positive change are exhausted, ill and heart-sick as their good work is ignored, underfunded or attacked we need to acknowledge that we're lost in a world far different than we hoped for we need new maps to navigate our brave new world in leadership and the new science, wheatley provided encouraging maps for how to design organizations based on living systems' capacity for creativity, change and adaptation but in the 20 years since its publication she's seen that in spite of our best efforts the world that's emerged is on a destructive trajectory that won't be reversed by our working harder, finding new methods, or forming better networksbut wheatley has not written a book to increase our despair quite the contrary in the same vein as her bestselling book, perseverance, her intention is to inspire us to move forward with greater resolve and energy, using maps that won't mislead us one kind of map shows us where we are now--she offers a penetrating critique of popular culture but a second kind of map invites us to choose a new role for ourselves as warriors for the human spirit this map helps us develop the skills we need most--insight, bravery, decency, compassion-- to discover our right work and create meaningful lives in this dark timeprofoundly reflective yet down-to earth--rooted in the day-to-day experiences we all share--so far from home is both affirming and provoking, calling us to reexamine our expectations and redefine our role for the work ahead ""-- provided by publisher",mindfulness-based cognitive therapy; awareness,"leadership, organizational behavior, personal growth, humanism, social change, organizational development, management, spirituality, self-actualization, motivation, organizational culture, social responsibility","Leadership,Organizational behavior,Growth,Humanism,Social change,Organizational effectiveness,Management,Spirituality,Self-realization,Motivation (Psychology),Corporate culture,Responsibility",0.00,0.00,0.00,0.33,12.00
hiv/aids and the world of work : fourth item on the agenda,"this report includes data from 147 countries against 25 core targets set in the un declaration of commitment on hiv/aids adopted in 2001, and the political declaration adopted at the 2006 high level meeting on aids it highlights the significant increase in prevention and treatment services which are producing measurable results particularly with a decreasing number of new hiv infections the epidemic is not over in any part of the world as for every 2 people starting on treatment there are 5 new infections the report shows that stronger measures are needed to turn the epidemic around and prevention remains a priority it also stresses the stability of new infections: about half of them are women, and about 45% of these were among young people aged 15-24 years this report emerged as a major theme at the 2008 international aids conference in mexico city--publisher's description",aids (disease); world health; aids (disease); aids (disease),AIDS; HIV infection; Labor; Occupational health; Public health; Disease prevention; Women's health; Youth; Developing countries; International cooperation,"Public health laws, International",0.00,0.00,0.00,0.43,2.00
celiac disease for dummies,"this guide explains all aspects of the often misunderstood condition of celiac disease learn how to spot the symptoms, understand how the condition is diagnosed, explore related ailments, and discover how it's treated through avoiding gluten-- and beyond",celiac disease,"celiac disease, gluten intolerance, digestive system diseases","Celiac disease,Gluten-free diet,Hepatic manifestations of general diseases",1.00,0.33,0.50,0.66,3.00
the complete idiot's guide to managing diabetes : fast-track,"easy, accessible, and to the point, this guide gets you up to speed quickly on the essential strategies and techniques you need to make the best diet, exercise, and lifestyle choices when living with diabetes-- source other than library of congress",diabetes,"Diabetes; Self-management, Diabetic diet, Exercise for people with diabetes","Diabetes,Sugar-free diet,Diabetes in old age",1.00,0.33,0.50,0.75,3.00
"computed tomography : principles, design, artifacts, and recent advances","x-ray computed tomography (ct) continues to experience rapid growth, both in basic technology and new clinical applications seven years after its first edition, computed tomography: principles, design, artifacts, and recent advancements, second edition, provides an overview of the evolution of ct, the mathematical and physical aspects of the technology, and the fundamentals of image reconstruction algorithms image display is examined from traditional methods used through the most recent advancements key performance indices, theories behind the measurement methodologies, and different measurement phantoms in image quality are discussed the ct scanner is broken down into components to provide the reader with an understanding of their function, their latest advances, and their impact on the ct system general descriptions and different categories of artifacts, their causes, and their corrections are considered at length",tomography,"Computed tomography, Medical imaging, Diagnostic imaging, X-ray computed tomography, Image reconstruction, Image display, Medical technology, Medical equipment, Scanner, Medical physics, Biomedical engineering","Tomography,Diagnostic imaging,Diagnostic imaging,Single-photon emission computed tomography,Image reconstruction,Image registration,Medical technology,Medical supplies,Scanning systems,Medical physics,Biomedical engineering",1.00,0.10,0.33,0.45,10.00
beautiful unbroken : one nurse's life,"this book is a memoir by a working nurse as a child, the author dreams of growing up to become a saint or, failing that, a nurse she idolizes clara barton, kateri tekakwitha, and molly pitcher, whose biographies she reads and rereads but by the time she follows her calling to nursing school, her beloved younger brother is diagnosed with cancer, which challenges her to bring hope and healing closer to home his death leaves her shattered, and she flees into her work, and into poetry this work details her life of caregiving, from her years as a flying nurse, untethered and free to follow friends and jobs from the southwest to savannah, to more somber years in new york city, treating men in a homeless shelter on the bowery and working in the city's first aids wards in this memoir, she brings a poet's sensitivity to bear on the hard truths of disease and recovery, life and death","nurses; poets, american","nurses, biography, autobiographies, poetry, medical care, cancer, terminal care, AIDS (Disease), Homelessness, New York (State)--New York, nursing, women in nursing","Nurses,Biography,Autobiographies,Poetry,Medical care,Cancer,Terminal care,AIDS (Disease),Homelessness,New York (State),Nursing,Women nurses",0.33,0.08,0.63,0.53,12.00
tackling depression at work : a practical guide for employees and managers,"""if you have depression, do you persevere or do you risk telling your manager? if you are a manager, what can you do to support the employee and ensure the job is done? figures suggest that more than ten per cent of people in the workforce struggle with depression both employees and their managers are looking for the same outcome: recovery and return to best functioning tackling depression at work explains the key issues that arise and offers proven strategies that employees and managers can take topics of discussion include: - the importance of education about depression and bipolar disorder - how to support an employee without crossing boundaries - the de-stigmatism of mood disorders - the sensitive issues of disclosure and privacy with insightful advice from workers who have learned to manage their disorder on the job, this book offers invaluable support for any worker with depression it is also an essential resource for all line managers, human resource managers and mental health professionals""--provided by publisher","depression, mental; industrial psychiatry; occupational neuroses; employees","Depression, Occupational health, Employees, Management, Mental health, Bipolar disorder, Stigma, Workplace culture","Depression, Mental,Occupational mortality,Employees,Management,Mental health,Bipolar disorder,Stigmatization,Corporate culture",0.60,0.33,0.63,0.68,9.00
"artisanal gluten-free cooking : more than 250 great-tasting, from-scratch recipes from around the world, perfect for every meal and for anyone on a gluten-free diet--and even those who aren't",presents a collection of more than seventy gluten-free recipes along with information on shopping for gluten-free products and preparing a kitchen to be gluten-free,gluten-free diet,"cooking, gluten-free diet, recipes, food, cuisine, cooking (general)","Cooking,Gluten-free diet,Recipes,Food,Meal,Cooking",1.00,0.20,1.00,0.37,5.00
asthma,"provides an overview of asthma, describing what it is, what takes place during an asthma attack, factors that can trigger an attack, what it is like to live with asthma, and some of the available treatments",asthma,"asthma, respiratory diseases, allergic diseases","Asthma,Respiratory diseases in old age,Allergy in infants",1.00,0.33,1.00,0.65,3.00
when language breaks down : analysing discourse in clinical contexts,"""doctors, nurses, and other caregivers often know what people with alzheimer's disease or asperger's 'sound like' - that is they recognise patterns in people's discourse, from sounds and silences, to words, sentences and story structures such discourse patterns may inform their clinical judgements and affect the decisions they make however, this knowledge is often tacit, like recognising a regional accent without knowing how to describe its features this is the first book to present models for comprehensively describing discourse specifically in clinical contexts and to illustrate models with detailed analyses of discourse patterns associated with degenerative (alzheimer's) and developmental (autism spectrum) disorders the book is aimed not only at advanced students and researchers in linguistics, discourse analysis, speech pathology and clinical psychology but also at researchers, clinicians and caregivers for whom explicit knowledge of discourse patterns might be helpful""--provided by publisher",language disorders; discourse analysis; alzheimer's disease; autism spectrum disorders,"speech, language disorders, discourse analysis, clinical psychology, linguistics, alzheimer's disease, autism spectrum disorder, speech pathology, medical communication, healthcare communication","Speech,Language disorders,Discourse analysis,Clinical psychology,Linguistics,Alzheimer's disease,Autism spectrum disorders,Cluttering (Speech pathology),Communication in medicine,Communication in medicine",1.00,0.44,0.92,0.69,9.00
basic guide to infection prevention and control in dentistry,"from the publisher: the basic guide to infection prevention and control in dentistry is a practical guide for all members of the dental team it offers clear explanations of the key issues and concepts, an orientation of the evidence base and legal framework as well as providing a step-by-step guide to the safe running of a dental practice chapters cover key topics, namely: communicable diseases; occupational health and immunization; decontamination of dental equipment; surgery disinfection; sharp safe working; hand hygiene and barrier personal protection; dental unit waterlines, clinical waste management and pathology specimen handling",dental offices; cross infection; dentistry; mouth,"infection prevention, dental hygiene, occupational health, communicable diseases, decontamination, surgery disinfection, hand hygiene, barrier personal protection, dental unit waterlines, clinical waste management, pathology, dental equipment, dental practice management","Infections,Dental hygiene,Occupational mortality,Communicable diseases,Decontamination,Disinfection,Hygiene,Protection,Dental care, Cost of,Medical wastes,Pathology,Dental adhesives,Managed dental care",0.00,0.00,0.00,0.44,14.00
moderate and deep sedation in clinical practice,"""millions of procedures requiring sedation are performed each year; many occur outside of the operating room in both inpatient and outpatient settings this tremendous growth has resulted in sedation being administered by a wide range of healthcare providers, including non-anesthesiologist physicians, nurses and nurse practitioners moderate and deep sedation in clinical practice is a concise, practical handbook for all medical and surgical professionals who sedate patients this up-to-date, evidence based, 'how to' manual will: tell you how to evaluate patients update you on relevant pharmacology advise you on sedation for specific populations: elderly, pediatric, icu, emergency room, endoscopy and reproductive technologies guide you on legal and quality assurance issues written and edited by experts in procedural sedation and sedation education, this book will help users develop safer techniques, policies and procedures essential reading for any healthcare provider administering moderate or deep sedation""--provided by publisher",anesthesia; conscious sedation; sedatives,Sedation; Medical personnel; Anesthesia; Anesthesiology; Clinical competence; Medical procedures; Evidence-based medicine,Anesthesia in traumatology,0.00,0.00,0.00,0.78,1.00
sars,"describes sars, its effects on the world's economy, treatments for the disease, and what may happen if it was to return",sars (disease); sars (disease); sars (disease),"SARS, Infectious diseases, Communicable diseases, Epidemics, Public health, Pandemics","Šariš,Emerging infectious diseases,Communicable diseases,Epidemics,Public health,Pandemics",0.00,0.00,0.00,0.41,6.00
plastic and reconstructive surgery board review,"maximize your plastic surgery board exam score!this powerful, results-oriented study guide delivers everything you need to improve knowledge, confidence, and recall featuring a rigorous quick-hit q&a format consisting of short clinical questions with concise answers, this is truly your most effective weapon when preparing for plastic surgery in-service and board exams the unique question and single-answer format of plastic and reconstructive surgery board review, 2e eliminates the guesswork associated with traditional multiple-choice q&a reviews and reinforces only the answers you need to know on exam day enhanced by 18 new chapters and covering all core competences found on the board exam, the book emphasizes distilling key facts and clinical pearls essential to exam success this high-yield review is the perfect complement to larger texts and delivers an intense, streamlined review in the days and weeks before the exam 4000+ rapid-fire questions cover all the core competencies on the plastic surgery board exam 18 new chapters, including ones on liposuction, otoplasty, facial augmentation, head and neck reconstruction, and melanoma 108 illustrations, including new ones of important surgical techniques""--provided by publisher","surgery, plastic","Plastic surgery, Reconstructive surgery, Board examinations, Medical education, Surgical procedures, Complications and side effects, Facial plastic surgery, Liposuction, Otoplasty, Facial augmentation, Head and neck reconstruction, Melanoma, Medical competence","Surgery, Plastic,Repair and reconstruction,Comprehensive examinations,Medical education,Operations, Surgical,Side effects,Surgery, Plastic,Liposuction,Otoplasty,Change blindness,Repair and reconstruction,Melanoma,Medical education",1.00,0.17,0.51,0.53,12.00
"healing through illness, living through dying : guidance and rituals for patients, families, and friends","addresses a wide range of practical and emotional issues faced by patients and caregivers the rituals not only guide readers through difficult and often unfamiliar territory, but also support them in growing and healing on many levels - whether the path leads into remission or through the end of life many rituals are simple and can easily be slipped into everyday routines, such as finding moments to consciously relax and release tension other rituals are used in particular circumstances, such as releasing anger or creating meaningful connections with loved ones this book shines a light on options that otherwise might not be considered, and helps patients and caregivers gain a greater sense of control at a time when so much feels out of control with warmth and wisdom, courtney supports readers in bringing greater meaning into their journey, and empowers them to move through the challenges with greater strength and grace -- amazoncom",critically ill; terminally ill; terminal care; death,"palliative care, terminal care, death, dying, grief, bereavement, spirituality, personal growth, patient care, caregiver support, illness, wellness, stress management, emotional healing, rituals, self care, coping skills","Palliative treatment,Terminal care,Death,Death,Grief,Bereavement,Spirituality,Growth,Medical care,Older caregivers,Chronically ill,Health promotion,Stress management,Mental healing,Rituals,Caring,Coping Responses Inventory",0.50,0.12,0.61,0.48,16.00
"body with soul : slash sugar, cut cholesterol, and get a jump on your best health ever","mixing memoir, a wellness program, and inspirational advice, randy jackson's book is a work of personal passion the american idol judge's struggles with his health and weight have been well documented; a type ii diabetic, he's tried every diet, spent countless hours in gyms, and even had gastric bypass surgery in 2003 now, he's taken all that he's learned throughout these trials and codified their strengths into an easy-to-follow, super-useful maintenance regimen, his new you plan, filled with meal plans (drawn from the accompanying recipes for healthy versions of down-home southern favorites), exercise routines, and inspiring stories from his unique life as one of the music business greats jackson aims to focus on the epidemic of obesity-related disorders like hypertension, heart disease, and diabetes--from publisher description",weight loss,"Personal health, Weight loss, Diabetes, Cholesterol, Nutrition, Exercise, Obesity, Health maintenance","One health,Weight loss,Diabetes,Cholesterol,Nutrition,Exercise,Obesity,Health maintenance organizations",1.00,0.12,0.39,0.45,8.00
medical robots,"""today, robots are hard at work in hospitals around the world some simply help comfort patients or dispense medicine, while others are helping surgeons with complex operations medical robots introduces readers to examples of these robots, the challenges faced by their designers, and the advances that are on the horizon easy-to-read text, vivid images, and helpful back matter give readers a clear look at this subject features include a table of contents, infographics, a glossary, additional resources, and an index aligned to common core standards and correlated to state standards"" -- amazoncom",surgical robots; robotics in medicine; medical innovations; robots,"medical instruments, robots, surgery, hospitals, medical technology, artificial intelligence","Medical instruments and apparatus,Robots,Surgery,Hospitals,Medical technology,Artificial intelligence",0.25,0.17,0.39,0.62,6.00
"the diabetes comfort food cookbook : foods to fill you up, not out!","a collection of recipes for comfort foods customized to suit the dietary needs of diabetics, covering a range of dishes with step by step instructions to prepare sides, salads, soups, stews, classic dishes such as meatloaf or chicken pot pie, international fare, one-pots and skillets, and more",diabetes; comfort food,"diabetes, cookbooks, comfort food, recipes, dietary restrictions, meal planning","Diabetes,Cookbooks,Comfort food,Recipes,Dietary rules,Ready meals",1.00,0.33,0.69,0.61,6.00
cancer-free! : are you sure?,"""roughly one out of every three people will be diagnosed with cancer in their lifetime breast cancer survivor nurse jenny hrbacek hopes to change that this book will empower readers to gain control of their health and stop cancer before it's unstoppable""-- provided by publisher",cancer; cancer,"Cancer prevention, Cancer survival, Breast cancer, Health promotion, Life expectancy","Cancer in pregnancy,Cancer in pregnancy,Cancer,Health promotion,Life expectancy",1.00,0.25,1.00,0.56,4.00
seeing beyond dementia : a handbook for carers with english as a second language,"this unique guide is specifically designed for dementia carers with english as a second language it is a concise compendium of current thinking on person-centred dementia care that features sample vocabulary and sentences ideal for working specifically with dementia patients it focusses on the importance of good day-to-day communication skills and positive interaction between patients and carers during different activities whether used as a self-study aid or alongside any of the available training courses, it is a must for all carers with english as a second languge working in care homes, hospitals, hospices, home support or any other supporting environment -- source other than library of congress",dementia; caregivers; english language,"dementia, Alzheimer's disease, caregivers, communication in medicine, patient care, English language, language and languages","Dementia,Alzheimer's disease,Caregivers,Communication in medicine,Medical care,English language,Language and languages",1.00,0.43,0.63,0.75,7.00
polypharmacology in drug discovery,"""covers the two-sided nature of polypharmacology--its contribution to adverse drug reactions and its benefit in certain therapeutic drug classes addresses the important topic of polypharmacology in drug discovery, a subject that has not been thoroughly covered outside of scattered journal articles overviews state-of-the-art approaches and developments to help readers understand concepts and issues related to polypharmacology""-- provided by publisher",chemotherapy; drug development,"polypharmacology, drug discovery, pharmacology, pharmaceutical industry, adverse effects, therapeutic use","Polypharmacy,Drug targeting,Pharmacology,Pharmaceutical industry,Side effects,Therapeutic use",0.00,0.00,0.00,0.47,6.00
