title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
the digital humanities and the digital modern,"this book provides new critical and methodological approaches to digital humanities, intended to guide technical development as well as critical analysis informed by the history of technology and culture and new perspectives on modernity, smithies grounds his claims in the engineered nature of computing devices and their complex entanglement with our communities, our scholarly traditions, and our sense of self the distorting mentalité of the digital modern informs our attitudes to computers and computationally intensive research, leading scholars to reject articulations of meaning that admit the interdependence of humans and the complex socio-technological systems we are embedded in by framing digital humanities with the digital modern, researchers can rebuild our relationship to technical development, and seek perspectives that unite practical and critical activity this requires close attention to the cyber-infrastructures that inform our research, the software-intensive methods that are producing new knowledge, and the ethical issues implicit in the production of digital humanities tools and methods the book will be of interest to anyone interested in the intersection of technology with humanities research, and the future of digital humanities -- from publisher's website",digital humanities,"Information science,Computer culture,Humanities and technology,Social impact of technology,Humanities computing,Digital scholarship,Cyberinfrastructure,Critical theory,Cultural analysis,Modernity,Ethics in research,Humanities and science,Human-computer interaction,Digital humanities,Software engineering,Technological innovations,Information technology,Digital modern,Social aspects of technology,Humanities research,Cultural studies,Research methodology,Technological advancements,Interdisciplinary research,Digital tools,Methodology,Technology and society,Knowledge management.","Information science,Computers and civilization,Science and the humanities,Effect of technological innovations on,Digital humanities,Open scholarship,Cyberinfrastructure,Critical theory,Cultural awareness,Post-modern . . .,Applied ethics,Science and the humanities,Human-computer interaction,Digital humanities,Software engineering,Technological innovations,Information technology,Digital techniques,Technology and older people,Humanities,Cross-cultural studies,Methodology,Technological innovations,Interdisciplinary research,Machine-tools,Methodology,Technology and older people,Knowledge management",1.00,0.04,0.36,0.38,23.00
"space, humans, and farts","did you know that the planet jupiter has at least fifty moons? did you know that albert einstein's brain was stolen after he died?! learn more weird-but-true science facts with aj and andrea from dan gutman's my weird school series whether you're a kid who wants to learn more about science or simply someone who wants to know how many million times the earth could fit into the sun, this is the book for you!",curiosities and wonders; science,"Popular works,Science education,Science,Earth (Planet),Planets,Science fiction,Brain,Sun,Moons,Size comparison.,Children's literature,Astronomy,Albert Einstein","Popular works,Science teachers,Science,Earth (Planet),Planets,Science fiction,Brain,Sun,Moon,Size,Children's literature,Astronomy,Albert II, 1993-",0.50,0.07,0.26,0.45,14.00
collecting the past : british collectors and their collections from the 18th to the 20th centuries,"""today's libraries and museums are heavily indebted to the passions and obsessions of numerous individual collectors who devoted their lives to amassing collections of books, manuscripts, artworks, and other culturally significant objects collecting the past brings together the latest research on a wide range of significant british collectors from the eighteenth to the twentieth centuries, including hans sloane, sarah sophia banks, thomas phillipps, sydney cockerell, j p morgan jnr, alfred chester beatty and r e hart contributors to the volume examine the phenomenon of collecting in a variety of settings and across a range of different materials considering the aims and motives that led these collectors to assemble such remarkable collections, the book also examines the history of these collections after the collector's death particular attention is given to the often complicated relationship between collectors and the public institutions that subsequently came to house their collections situated within the framework of cultural collecting more generally, this book offers an authoritative series of essays on key collectors collecting the past should be most interesting to researchers, academics and postgraduate students engaged in the study of museum studies, book history, manuscript studies, museum history, library history and the history of collecting professionals in libraries, museums and galleries will also find the volume of great interest""-- provided by publisher",collectors and collecting,"Cultural property,History of collecting,Rare manuscripts,Library history,Collectors,Library and museum acquisitions,Art collecting,Collectors (Museum acquisitions),Museum studies,Cultural collecting,Rare books,Museum history,Collectors and public institutions,Collectors and museums,Cultural institutions,Cultural heritage,Manuscript collecting,Great Britain.,Book collecting,Collectors and collecting,British culture","Cultural property,Historical prints,Manuscripts,Historical libraries,Collectors,Museum libraries,Small art works,Museum loans,Museum studies,Stamp collecting in popular culture,Rare books,Historical museums,Collectors and collecting,Museums,Cultural policy,Heritage tourism,Acquisition of manuscripts,Great Britain,Book collecting,Collectors and collecting,British influences",1.00,0.05,0.30,0.42,20.00
museums in a digital culture : how art and heritage become meaningful,"""the experience of engaging with art and history has been utterly transformed by information and communications technology in recent decades we now have virtual, mediated access to countless heritage collections and assemblages of artworks, which we intuitively browse and navigate in a way that wasn't possible until very recently this collection of essays takes up the question of the cultural meaning of the information and communications technology that makes these new engagements possible, asking questions like: how should we theorise the sensory experience of art and heritage? what does information technology mean for the authority and ownership of heritage?""--provided by publisher",communication in museums; museums,"Museums,Art and society,Heritage,Digital culture,Authority,Virtual museums,Museum studies,Digital humanities.,Cultural meaning,Art,Ownership,Cultural heritage,Sensory experience,Information technology","Museums,Art and society,Heritage tourism,Technology in popular culture,Authority,Virtual museums,Museum studies,Digital humanities,Crosscultural . . .,Art,Ownership,Heritage tourism,Senses and sensation,Information technology",0.50,0.08,0.50,0.49,13.00
creativity in museum practice,"""with this book museum professionals can learn how to unleash creative potential throughout their institution drawing from a wide range of research on creativity as well as insights from today's most creative museum leaders, the authors present at a set of practical principles about how museum workers at any level--not just those in ""creative positions""--can make a place for creativity in their daily practice replete with creativity exercises and stories from the field, they guide readers in developing an internal culture of creative learning, as well as delivering increased value to museum audiences""-- provided by publisher",museum techniques; creative thinking,"Arts administration,Museum administration,Museums,Learning,Museum visitors,Creative thinking,Museum management,Creativity,Museology.,Organizational culture,Museum personnel,Museum education","Arts administrators,Museum registrars,Museums,Learning,Museum visitors,Creative thinking,Museum cooperation,Creative thinking,Museum studies,Corporate culture,Museum curators,Schools of museum studies",0.50,0.09,0.32,0.67,11.00
feminist in a software lab : difference + design,"tara mcpherson asks what might it mean to design--from conception--digital tools and applications that emerge from contextual concerns of cultural theory and from a feminist concern for difference this question leads to the vectors lab, which for a dozen years has experimented with digital scholarship at the intersection of theory and praxis-- provided by publisher",digital humanities; computer software; scholarly electronic publishing; software engineering; computers and women,"Feminist design,Feminist theory,Design,Women in technology,Cultural studies,Intersectionality,Women in engineering,Women in computer science,Gender studies,Human-computer interaction,Computer science,Digital humanities.,Digital scholarship,Design research,Human centered design,Feminist research,Difference (Philosophy),Information technology","Women and design,Feminist theory,Design,Women in technology,Cross-cultural studies,Paradoxes,Women in engineering,Women in computer science,Women's studies,Human-computer interaction,Computer science,Digital humanities,Open scholarship,Design and technology,Humanism in architecture,Feminist theory,Difference (Philosophy),Information technology",0.20,0.06,1.00,0.51,17.00
the etymologies of isidore of seville,"""this work is the first complete english translation of the latin etymologies of isidore, bishop of seville (c560-636) isidore compiled the work between c615 and the early 630s and it takes the form of an encyclopedia, arranged by subject matter it contains much lore of the late classical world beginning with the seven liberal arts, including rhetoric, and touches on thousands of topics ranging from the names of god, the terminology of the law, the technologies of fabrics, ships and agriculture to the names of cities and rivers, the theatrical arts, and cooking utensils isidore provides etymologies for most of the terms he explains, finding in the causes of words the underlying key to their meaning this book offers a highly readable translation of the twenty books of the etymologies, one of the most widely known texts for a thousand years from isidore's time""--provided by publisher","encyclopedias and dictionaries; latin language; didactic literature, latin (medieval and modern)","Early works to 1500,Agriculture,Latin language,Medieval history,Law,Theatrical arts,Rhetoric,Cooking,Christian literature,Etymology,Spanish literature,Textile technology,Classical philology,Encyclopedias and dictionaries,Liberal arts,Latin literature,Historia (literary genre),Onomastics,Isidore of Seville,Translation,Shipbuilding","Early works to 1500,Agriculture,Latin language,Middle Ages,Law,Theater in art,Rhetoric,Cooking,Christian literature,Etymology,Spanish literature,Textile research,Classical philology,Encyclopedias and dictionaries,Women and the arts,Latin literature,History, Modern, in literature,Onomastics,Calle Génova (Seville, Spain),Translating,Shipbuilding",0.50,0.08,0.34,0.42,24.00
dk online encyclopedia,"there is a wealth of incredible facts and images online if only we know where to look this book combines the best of a traditional encyclopedia with a dedicated web site created by google, the world's leading search engine together they guide the reader to the most amazing sites the web has to offer",children's encyclopedias and dictionaries; computer network resources; homework,"World Wide Web,Encyclopedias,Google (Computer company),Internet searching,Reference works.,Information storage and retrieval systems","World Wide Web,Encyclopedias,Internet service providers,Internet searching,Reference,Information storage and retrieval systems",0.00,0.00,0.00,0.45,6.00
childcraft : the how and why library,"presents illustrated articles, stories, and poems, grouped thematically in fifteen volumes",children's encyclopedias and dictionaries,"Educational works,Juvenile literature,Thematic collections,Literature,Illustrated children's books,Reference works,Children's books,Education.,Children's literature","Educational work,Juvenile literature,Thematic catalogs,Literature,Illustrated children's books,Reference,Children's books,Education,Children's literature",0.00,0.00,0.00,0.40,9.00
"frightlopedia : an encyclopedia of everything scary, creepy, and spine-chilling, from arachnids to zombies","""discover borneo's gomantong cave, where literally millions of bats, cockroaches, spiders, and rats coexist--in pitch darkness learn about mythical creatures like the mongolian death worm--and scarily real ones like killer bees, which were accidentally created by scientists in the 1950s visit new orleans' beauregard-keyes house, where civil war soldiers are said to still clash in the front hall plus ghost stories from around the world, a cross-cultural study of vampires, and how to transform into a zombie with makeup each entry includes a ""fright meter"" measurement from 1 to 3, because while being scared is fun, everyone has their limit""--amazon website",curiosities and wonders; ghost stories,"Mythology,Cultural studies.,Arachnids,Science fiction,Anthropology,Cross-cultural studies,Cosmetics,Mongolian death worm,Entomology,Folklore,Civil War,Caves,Makeup,Beauregard-Keyes House,Vampires,Cockroaches,Bees,Horror,Borneo,Paranormal phenomena,Ghosts,Rats,Bats,Spiders,Supernatural,New Orleans,Fright and fear,Gomantong Cave,Zombies,Ethnology","Mythology,Cross-cultural studies,Aradidae,Science fiction,Anthropology,Cross-cultural studies,Cosmetics,Mongolian wild ass,Entomology,Folklore,Civil war,Caves,Cosmetics,Beauregard-Keyes House (New Orleans, La.),Vampires,Cockroaches,Bees,Horror,Borneo,Hallucinations and illusions,Ghosts,Rats,Bats,Spiders,Supernatural,New Orleans,Fear,Great Cave,Zombies,Ethnology",0.00,0.00,0.00,0.32,29.00
facts & records : amazing achievements,"an illustrated compendium of facts about human achievements, from the development of the alphabet to the latest space probes",curiosities and wonders,"Encyclopedias,Alphabet,Written communication,History,Communication,Almanacs,Archives.,Space exploration,Records,Human achievements","Encyclopedias,Alphabet,Written communication,History,Communication,Almanacs,Archives,Exploration,Records,Awareness",0.00,0.00,0.00,0.24,10.00
"back to school : 1,001 facts you learned in high school","""in this book, you'll get a quick and comprehensive refresher course in all the basic fields of knowledge you studied in high school''-- back cover",education; encyclopedias and dictionaries,"Study skills,High school education,Educational surveys,Reference books.,Education","Study skills,Education (Middle school),Educational surveys,Reference books,Education",0.50,0.20,0.43,0.63,5.00
it can't be true!,"""[this book] brings unbelievable facts to life with the help of 200 jaw-dropping visual comparisons across a wide range of subjects from outer space to the human body""--front jacket flap",curiosities and wonders; engineering,"Visual perception,Human body,Outer space,Comparative physiology,Comparative biology,Information visualization,Comparative anatomy,Comparative astronomy,Reference works.,Science popularization","Visual perception,Human body,Outer space,Physiology, Comparative,Physiology, Comparative,Information visualization,Anatomy, Comparative,Statistical astronomy,Reference,Discoveries in science",0.00,0.00,0.00,0.29,10.00
the objects of experience : transforming visitor-object encounters in museums,"""what if museums could harness the emotional and intellectual connections people have to personal and everyday objects to create richer visitor experiences? in this book, elizabeth wood and kiersten latham present the object knowledge framework, a tool for using objects to connect museum visitors to themselves, to others, and to their world they discuss the key concepts underpinning our lived experience of objects and how museums can learn from them then they walk readers through concrete methods for transforming visitor-object experiences, including exercises and strategies for teams developing exhibit themes, messages, and content, and participatory experiences""-- provided by publisher",museum exhibits; museum techniques,"Museum experience,Intellectual connections,Museum interpretation,Museology,Exhibitions,Museum education,Museums,Museum studies,Museum exhibits,Emotional connections,Experience,Museum visitors,Cultural heritage,Lived experience,Museum attendance,Participatory museum,Material culture,Museum-goers,Object knowledge,Object-based learning,Visitor engagement.,Visitor experience","Museum studies,Intellectual cooperation,Museum techniques,Museum studies,Exhibitions,Schools of museum studies,Museums,Museum studies,Museum exhibits,Empathy,Experience,Museum visitors,Heritage tourism,Experience,Museum attendance,Museum cooperation,Material culture,Museum stores,Object-teaching,Concept learning,Visitor surveys,Visitor surveys",1.00,0.11,0.57,0.58,18.00
