Title,Abstract,True_LCSH,Predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
electrical wiring : residential,provides a practical approach and comprehensive coverage to guide you step-by-step through the critical tasks and responsibilities that face today's professional residential electricians,"electric wiring, interior; electric wiring, interior; dwellings; electric wiring","electric wiring, residential buildings","Electric wiring,Public buildings",0.33,0.50,1.00,0.81,2.00
digital photography exposure for dummies,"a hands-on guide giving you expert tips and techniques for creating the perfect shot by adjusting aperture, shutter speed, and iso settings, with the added knowledge of lenses, lighting, and color, you can produce astonishing and gripping images",photography; photography,"Photography, Digital techniques","Photography,Digital techniques",1.00,0.50,0.63,0.68,2.00
solar cooling : the earthscan expert guide to solar cooling systems,"""cooling buildings is a major global energy consumer and the energy requirement is growing year by year this guide to solar cooling technology explains all you need to know about how solar energy can be converted into cooling energy it outlines the difference between heat-driven and photovoltaic-driven systems and gives examples of both, making clear in what situations solar cooling technology makes sense it includes chapters on: - solar thermal collectors - solar cooling technologies - cold distribution - storage components - designing and sizing - installation, operation and maintenance - economic feasibility - potential markets - case studies solar cooling is for engineers, architects, consultancies, solar thermal technology companies, students and anyone who is interested in getting involved with this technology"" --provided by publisher",solar air conditioning,"Solar energy, Cooling systems, Solar thermal energy","Solar energy,Cooling systems,Solar thermal energy",0.00,0.00,0.00,0.54,3.00
the art of distilling whiskey and other spirits : an enthusiast's guide to the artisan distilling of potent potables,"an encyclopedia guide to the thousand-year history and dynamic future of the distillation of whiskey, vodka, gin, rum, brandy, and more",distillation; liquors; artisans,"distillation, whiskey, spirits, alcoholic beverages","Distillation,Whiskey,Spirits,Alcoholic beverages",0.33,0.25,0.63,0.73,4.00
foods of mexico,"""information accompanies step-by-step instructions on how to cook mexican food the text level and subject matter are intended for students in grades 3 through 7""-- provided by publisher","cooking, mexican; food habits","Cookery, Mexican","Cooking,Mexican American",0.33,0.50,1.00,0.96,2.00
electric machines and drives : a first course,"""mohan's electric machines and drives is part of a three-book series designed for the power sequence electives on electrical engineering the book focuses on power topics including advances in hybrid-electric cars and alternative energy systems, coupled with severe environmental problems associated with hydrocarbon-based fuels the text builds off mohan's successful mnpere titles and adopts a systems approach""--provided by publisher",electric machinery; electric driving,"Electric machinery, Electric driving","Electric machinery,Electric driving",1.00,1.00,1.00,1.00,2.00
bio-inspired materials and sensing systems,"can scientists and engineers replicate nature and develop systems that operate in extreme environments? bio-inspiration is an established concept which is developing to meet the needs of the many challenges we face particularly in defence and security this book explores the potential of bio-inspired materials and sensing systems together with examples of how they are being implemented it is not an exhaustive study of the subject but provides an overview of how bio-inspired or -derived approaches can be used to enhance components, systems and systems of systems for defence and security applications readers will gain an awareness of the complexity and versatility of bio-inspired components as well as an understanding of how these technologies can be applied in a variety of operational scenarios consideration is given to using a conceptual model that can be deployed in distributed or autonomous operations using this model, bio-inspiration with behavioural science plays a major role in identification, movement, searching strategies and pattern recognition for chemical and biological detection examples focus on both learning new things from nature that have application to the defence and security areas and adapting known discoveries for practical use by these communities this graduate level monograph provides an increased awareness of the need for more sophisticated, networked sensors and systems in the defence and security communities and will be of interest to both specialists in this area and science and technology generalists -- back cover",materials; biomimicry; biosensors,"bio-inspired materials, sensing systems, defense technology","Biomimetic materials,Integrated sensing and communications systems,Defensive (Military science)",0.00,0.00,0.00,0.41,3.00
robotics,"takes a look at the current state and future of the field of robotics, emphasizing that robots are already playing an important role in making our lives easier",robotics,"robotics, robots","Robotics,Robots",1.00,0.50,1.00,0.91,2.00
design of frp systems for strengthening concrete girders in shear,"trb's national cooperative highway research program (nchrp) report 678: design of frp systems for strengthening concrete girders in shear offers suggested design guidelines for concrete girders strengthened in shear using externally bonded fiber-reinforced polymer (frp) systems the guidelines address the strengthening schemes and application of the frp systems and their contribution to shear capacity of reinforced and prestressed concrete girders the guidelines are supplemented by design examples to illustrate their use for concrete beams strengthened with different frp systems appendix a of nchrp report 678, which contains the research agency's final report, provides further elaboration on the work performed in this project appendix a: research description and findings, is only available online",concrete beams; concrete-filled tubes; shear (mechanics),"Concrete girders, Fiber-reinforced plastics, Shear strength, Highway research","Concrete blocks,Fiber-reinforced plastics,Shear (Mechanics),Highway research",0.33,0.25,1.00,0.55,4.00
"theater playbill for frank converse's original campbell minstrels at odd-fellows' hall, washington, dc march 27, 1860","odd-fellows' hall j sanderson, lessee ""the campbells are here"" for six nights only! brilliant and remarkable success warm reception of the old favorites on tuesday evening, march 27, second night of frank converse's original campbell minstrels most astonishing banjo fantasia by the king of the instrument frank converse to conclude with the original scene of ""away down in dixie's land!"" ec huntley, agent and business director (late secretary of matt peel)",minstrel shows,"Minstrel shows, Theater programs, Washington (D.C.)","Minstrel shows,Theater programs,Washington (D.C.)",1.00,0.33,0.63,0.45,3.00
fundamentals of microfabrication and nanotechnology,"""providing a clear theoretical understanding of mems and nems, solid-state physics, fluidics, and analytical techniques in micro- and nanotechnology covers all aspects of solid state physics behind nanotechnology and science after exploring the rise of si, mems, and nems in a historical context, the text discusses crystallography, quantum mechanics, the band theory of solids, and the silicon single crystal it concludes with coverage of photonics, the quantum hall effect, and superconductivity the text offers end-of-chapter problems, worked examples throughout, extensive references, and powerpoint slides for download, along with a solutions manual for qualifying instructors""-- provided by publisher ""in solid state physics, fluidics and analytical techniques in micro- and nanotechnology we lay the foundations for a qualitative and quantitative theoretical understanding of micro-and nano-electromechanical systems, ie, mems and nems in integrated circuits (ics), mems and nems, silicon (si) is still the substrate and construction material of choice""-- provided by publisher",microelectromechanical systems; nanoelectromechanical systems; microfluidics; solid state physics,"nanotechnology, microfabrication, solid-state physics, mems (micro-electromechanical systems), nems (nano-electromechanical systems), silicon, quantum mechanics, crystallography","Nanotechnology,Microfabrication,Solid state physics,Micromechanics,Nanoelectromechanical systems,Silicon,Quantum theory,Crystallography",0.50,0.25,0.82,0.60,8.00
"quiches, kugels, and couscous : my search for jewish cooking in france","a celebration of jewish cuisine in paris, alsace and the loire valley describes the author's visits to regional marketplaces and home kitchens, where she discovered thriving jewish-french culinary traditions shaped by centuries of international influence","jewish cooking; cooking, french; jews","Jewish cooking, France, Jewish cuisine","Jewish cooking,France,Jewish cooking",0.25,0.50,1.00,0.87,2.00
granny square flowers : 50 botanical crochet motifs and 15 original projects,"""with the granny square book, margaret hubert showed how the humble granny makes the transition from tried-and-true blankets to all kinds of fashionable garments and accessories now, in granny square flowers, margaret presents 50 all-new granny squares with a botanical theme, then, using beautiful yarns and her keen design sense, she broadens their usefulness to making 15 new projectseach granny square is presented in a large, full-color photo accompanied by both written and diagrammed instructions all sample squares are crocheted in bright colors of smooth cotton yarn to clearly show the stitch patterns projects using the floral granny squares include clothing for babies, children, and adults; fashion accessories, home decor items, and gifts these projects use a wide variety of yarn types, fiber content, and weights--both lys brands and big box brands-to demonstrate the versatility of granny squares all yarn descriptions are included in generic terms with gauge and hook size information so you can easily substitute other choices""--publisher",crocheting,"crocheting, flowers, motifs, granny squares, crochet work, handicraft, textile crafts","Crocheting,Flowers,Motif description (Movement notation),Granny flats,Crocheting,Handicraft,Textile crafts",1.00,0.17,0.39,0.42,6.00
"earth, the sequel : the race to reinvent energy and stop global warming","""krupp and horn have delivered an important message of hope: that alternative energy is abundant, we have the genius to tap it, and there is no need to continue wrecking the world by dependence on fossil fuels""--eo wilson, university research, professor emeritus, harvard university""--page 1 before the title page",energy conservation; global warming,"Renewable energy sources, Global warming, Environmental protection","Renewable energy sources,Global warming,Environmental protection",0.50,0.33,0.50,0.63,3.00
introducing erlang : getting started in functional programming,"""if you're new to erlang, its functional style can seem difficult, but with help from this hands-on introduction, you'll scale the learning curve and discover how enjoyable, powerful, and fun this language can be in this updated second edition, author simon st laurent shows you how to write simple erlang programs by teaching you one basic skill at a time you'll learn about pattern matching, recursion, message passing, process-oriented programming, and establishing pathways for data rather than telling it where to go by the end of your journey, you'll understand why erlang is ideal for concurrency and resilience"" -- provided by publisher",erlang (computer program language); web services; application software,"functional programming, erlang (Computer program language)","Functional programming (Computer science),ERLANG (Computer program language)",0.33,0.50,0.63,0.68,2.00
gigantic lengths and other vast megastructures,"""discusses the technology and engineering used to build very long bridges and tunnels for transportation""--provided by publisher",bridges; tunnels,"megastructures, engineering, bridges, tunnels","Megastructures,Engineering,Bridges,Tunnels",1.00,0.50,0.69,0.66,4.00
introduction to windows azure : an introduction to cloud computing using microsoft windows azure,"windows azure is microsoft's next-generation cloud-computing operating system and is designed to provide companies with new business opportunities as they migrate toward hosted services this book provides all the information developers need to get started with this new technology and apply it across a range of situations presented in a clear, concise manner, this book provides a carefully measured learning curve for surmounting the architectural and coding challenges that need to be faced when building a well-balanced windows azure service",cloud computing; web services; application software,"Cloud computing, Microsoft Windows Azure, Operating systems","Cloud computing,Microsoft Azure (Computing platform),Operating systems (Computers)",0.33,0.33,0.50,0.68,3.00
adaptable embedded systems,"""as embedded systems become more complex, designers face a number of challenges at different levels: they need to boost performance, while keeping energy consumption as low as possible, they need to reuse existent software code, and at the same time they need to take advantage of the extra logic available in the chip, represented by multiple processors working together this book describes several strategies to achieve such different and interrelated goals, by the use of adaptability coverage includes reconfigurable systems, dynamic optimization techniques such as binary translation and trace reuse, new memory architectures including homogeneous and heterogeneous multiprocessor systems, communication issues and nocs, fault tolerance against fabrication defects and soft errors, and finally, how one can combine several of these techniques together to achieve higher levels of performance and adaptability the discussion also includes how to employ specialized software to improve this new adaptive system, and how this new kind of software must be designed and programmed""-- provided by publisher",embedded computer systems; adaptive computing systems,"Embedded computer systems, Computer software, Computer system failures, Fault-tolerant computing, Multiprocessors, Reconfigurable computing","Embedded computer systems,Computer software,Computer system failures,Fault-tolerant computing,Multiprocessors,Adaptive computing systems",1.00,0.33,0.83,0.68,6.00
the complete outdoor builder : from arbors to walkways : 150 diy projects,"""shows homeowners how to build up, expand, refresh and accessorize their outdoor spaces using the most contemporary techniques, tools, and materials while following the most up-to-date codes""--provided by publisher","garden structures; building, wooden; outbuildings; woodwork; masonry; do-it-yourself work","Outdoor living spaces, Do-it-yourself work, Landscape architecture, Home improvement","Outdoor living spaces,Do-it-yourself work,Landscape architecture,House construction",0.14,0.25,0.50,0.70,4.00
mining haul roads : theory and practice,"""mining operations may be classified into surface mining and underground operations where mining takes place in tunnels and galleries in both situations roads play a key role as a typical mining operation consists of moving overburden and ore from where the material was formed or deposited to waste dumps or beneficiation plants this book approaches the subject of how to design, build and operate mine haul roads from the perspectives of safety, economy and technical requirements over the life of a mine consideration is given to the geometrical, structural, functional and maintenance management aspects of design and construction, from both theoretical and practical viewpoints""-- provided by publisher",mine haulage,"Mining engineering, Haulage, Roads, Design and construction","Mining engineering,Mine haulage,Roads,Design and construction",1.00,0.25,0.63,0.51,4.00
the race to space : countdown to liftoff,"""today, everyone is familiar with neil armstrong's famous words as he first set foot on the moon: 'one small step for man; one giant leap for mankind' he made it look easy, but america's journey to the moon was anything but simple in 1957, when the soviet union launched sputnik, the world's first satellite, into orbit, america had barely crossed the starting line of the great space race later that year, our first attempt was such a failure that the media nicknamed it 'kaputnik' still, we didn't give up with each failure, we gleaned valuable information about what went wrong, and how to avoid it in the future so we tried again and again and each time we failed, we failed a little bit better""--amazoncom",space race; aeronautical engineers; aeronautics; space flight; astronauts; illustrated children's books,"Space Race, United States, Soviet Union, Astronautics","Space race,United States,Soviet Union,Astronautics",0.17,0.25,0.63,0.60,4.00
cirp design 2012 : sustainable product development,"""during its life cycle, a product produces waste that is over 20 times its weight as such it is critical to develop products that are sustainable currently, product development processes lack high quality methods and tools that are empirically validated to support development of sustainable products this book is a compilation of over forty cutting edge international research papers written by eminent researchers from 15 countries, on engineering design processes, methods and tools, broadly for supporting sustainable product development""-- page 4 of cover",sustainable design; product design; industrial design; engineering design; sustainable engineering; new products; production management,"Product design, Sustainable development","Product design,Sustainable development",0.14,0.50,0.63,0.86,2.00
climate intervention : carbon dioxide removal and reliable sequestration,"""the signals are everywhere that our planet is experiencing significant climate change it is clear that we need to reduce the emissions of carbon dioxide and other greenhouse gases from our atmosphere if we want to avoid greatly increased risk of damage from climate change aggressively pursuing a program of emissions abatement or mitigation will show results over a timescale of many decades how do we actively remove carbon dioxide from the atmosphere to make a bigger difference more quickly? as one of a two-book report, this volume of climate intervention discusses cdr, the carbon dioxide removal of greenhouse gas emissions from the atmosphere and sequestration of it in perpetuity climate intervention: carbon dioxide removal and reliable sequestration introduces possible cdr approaches and then discusses them in depth land management practices, such as low-till agriculture, reforestation and afforestation, ocean iron fertilization, and land-and-ocean-based accelerated weathering, could amplify the rates of processes that are already occurring as part of the natural carbon cycle other cdr approaches, such as bioenergy with carbon capture and sequestration, direct air capture and sequestration, and traditional carbon capture and sequestration, seek to capture co2 from the atmosphere and dispose of it by pumping it underground at high pressure this book looks at the pros and cons of these options and estimates possible rates of removal and total amounts that might be removed via these methods with whatever portfolio of technologies the transition is achieved, eliminating the carbon dioxide emissions from the global energy and transportation systems will pose an enormous technical, economic, and social challenge that will likely take decades of concerted effort to achieve climate intervention: carbon dioxide removal and reliable sequestration will help to better understand the potential cost and performance of cdr strategies to inform debate and decision making as we work to stabilize and reduce atmospheric concentrations of carbon dioxide""-- publisher's description",environmental engineering; climate change mitigation; global warming; carbon dioxide mitigation,"climate change, carbon dioxide, greenhouse gases, emission reduction, carbon sequestration, environmental management, climate mitigation, carbon capture and sequestration","Global warming,Carbon dioxide,Greenhouse gases,Emission,Carbon sequestration,Environmental management,Climate change mitigation,Carbon sequestration",0.50,0.29,0.48,0.70,7.00
you wouldn't want to live without glass!,"""describes what life would be like without glass""-- provided by publisher",glass; glass,glass,Glass,1.00,1.00,1.00,1.00,1.00
"the heirloom tomato : from garden to table : recipes, portraits, and history of the world's most beautiful fruit","looks at varieties of tomatoes-their botany, cultural background, and history-and includes recipes for main dishes, soups, sandwiches, and desserts that feature tomatoes",cooking (tomatoes); tomatoes; heirloom varieties (plants),"tomatoes, heirloom varieties, recipes, cooking","Tomatoes,Heirloom varieties,Recipes,Cooking",0.33,0.25,0.63,0.74,4.00
valentine's day crafts,teaches readers how to make several crafts to be used as decorations for valentine's day,valentine decorations; handicraft,"valentine's day, handicraft","Valentine's Day,Handicraft",0.50,0.50,0.63,0.86,2.00
"magpies, homebodies, and nomads : a modern knitter's guide to discovering and exploring style","cirilia rose is the epitome of the new knitwear designer--young, educated, curious, and excited to share her passion for all ideas knit and purl her attitude toward curating her own collection of designs is informed as much by travel, cultural history, and tried-and-true sourcebooks as it is by modern media and technology in magpies, homebodies, and nomads, rose takes readers behind the scenes of her design process, showing them how she curates and organizes ideas and translates them into knitwear designs through 25 projects that fall into three categories--magpies (accessories for the small amounts of precious yarns that knitters inevitably collect), homebodies (garments for time spent close to home), and nomads (garments to wear when venturing out into the world)--rose shares her modern aesthetic and invites readers to develop their own-- source other than the library of congress",knitting; knitting,"Knitting, Knitwear, Design, Style","Knitting,Knitwear,Design,Style",1.00,0.25,0.63,0.57,4.00
the granny alphabet,"the artist offers a tribute to grandmothers and ""little old ladies who live down the lane"" in this collection of photographs and whimsical drawings (by lawrence mynott) in the form of an alphabet book","grandmothers; portrait photography; photography, artistic; grandmothers; grandmothers; alphabet rhymes; alphabet books; illustrated children's books","Grandmothers, Alphabet books","Grandmothers,Alphabet books",0.29,1.00,1.00,1.00,2.00
the soul of the camera : the photographer's place in picture-making,"""the photograph can be an astonishing means of connecting and communicating with others but with over one trillion photos taken each year, why are there so few successes? why do so many fail? with advances in camera technology, it is not because the images lack focus or proper exposure; the camera does that so well these days photographer david duchemin believes the majority of our images fall short because they lack soul and without soul, the images have no ability to resonate with others they simply cannot connect with the viewer, or even--if we're being truthful--with ourselves in the soul of the camera: the photographer's place in picture-making, david explores what it means to make better photographs illustrated with a beautiful collection of black-and-white photographs, the book's essays speak to topics such as craft, mastery, vision, audience, discipline, story, and authenticity the soul of the camera is a personal and deeply pragmatic book that quietly yet forcefully challenges the idea that our cameras, lenses, and settings are anything more than dumb and mute tools it is the photographer, not the camera, that can and must learn to make better photographs--photographs that convey our vision; that connect with others; that, at their core, contain our humanity""--provided by amazoncom",photography; photography; photography; travel photography,"Photography, Photographers, Visual communication","Photography,Photographers,Visual communication",0.50,0.33,0.50,0.75,3.00
breakfast,"""read breakfast to learn how to make healthy food choices during this important meal different photos show healthy and unhealthy breakfast options, while simple text explains why some choices are better than others a breakfast foods quiz concludes the book""-- provided by publisher",nutrition; breakfasts; health,"breakfast, nutrition, food choices","Breakfasts,Nutrition,Food",0.67,0.67,0.92,0.86,3.00
a chronology of aviation : the ultimate history of a century of powered flight,describes the development and history of civil and military flight,airplanes; aeronautics,"Aviation, History","Aviation,History",0.00,0.00,0.00,0.54,2.00
"big one-star quilts by magic : diamond-free stars from squares & rectangles, 14 stars in 4 sizes, 28 quilting designs, 4 projects","""instructions for making 14 star blocks in 4 sizes using nancy's patented method for diamond-free® stars from squares and rectangles includes 4 projects and 28 quilting designs""--provided by publisher",patchwork; quilting; patchwork quilts; stars in art,"quilting, patchwork, stars","Quilting,Patchwork,Stars",0.50,0.67,1.00,0.92,3.00
appliqué outside the lines with piece o' cake designs : no rules-no ruler,"""break the rules by using new improvisational techniques for 8 appliqué projects from piece o' cake designs learn to let go and be more improvisational in how you piece, cut, and place designs""--provided by publisher",machine appliqué; machine quilting,"Applique, Sewing, Quilting","Appliqué,Sewing,Quilting",0.00,0.00,0.00,0.75,3.00
awesome craft stick science,"""details how to use craft sticks in projects that demostrate scientific principles""-- provided by publisher","craft sticks; handicraft; recycling (waste, etc)","Crafts, Science, Educational technology","Arts and crafts movement,Science,Educational technology",0.00,0.00,0.00,0.33,3.00
"long way on a little : an earth lover's companion for enjoying meat, pinching pennies and living deliciously","contains easy recipes for meats, poultry, and eggs along with a discussion on livestock and their role in a sustainable society",cooking (meat); low budget cooking; pasture animals; sustainable living,"Cooking (Meat), Livestock, Sustainable agriculture","Cooking (Meat),Livestock,Sustainable agriculture",0.25,0.33,0.50,0.79,3.00
renewable energy research,"presents information on the research into renewable energy sources that scientists do, including the methods that they employ and the results that they achieve",renewable energy sources,"Renewable energy sources, Research","Renewable energy sources,Research",1.00,0.50,0.63,0.59,2.00
river cottage veg : 200 inspired vegetable recipes,"a comprehensive collection of 200+ recipes that embrace vegetarian cuisine as the centerpiece of a meal, from the leading food authority behind the critically acclaimed river cottage series pioneering champion of sustainable foods hugh fearnley-whittingstall embraces all manner of vegetables in his latest cookbook, an inventive offering of more than two hundred vegetable-based recipes, including more than sixty vegan recipes having undergone a revolution in his personal eating habits, fearnley-whittingstall changed his culinary focus from meat to vegetables, and now passionately shares the joys of vegetable-centric food with recipes such as kale and mushroom lasagna; herby, peanutty, noodly salad; and winter stir-fry with chinese five-spice in this lavishly illustrated cookbook, you'll find handy weeknight one-pot meals, pure and simple raw dishes, and hearty salads as well as a chapter of meze and tapas dishes to mix and match a genuine love of vegetables--from delicate springtime asparagus to wintry root vegetables--permeates river cottage veg, making this book an inspiring new source for committed vegetarians and any conscientious cook looking to expand their vegetable repertoire -- source other than library of congress",cooking (vegetables); vegetarian cooking,"vegetarian cooking, cookbooks","Vegetarian cooking,Cookbooks",0.50,0.50,1.00,0.73,2.00
careers in network engineering,"explains the responsibilities of computer network engineers and related specialists, describes the training required, and discusses possible career paths",computer networks; computer networks,"Computer networks, Vocational guidance, Computer engineering","Computer networks,Vocational guidance,Computer engineering",1.00,0.33,1.00,0.55,3.00
cool self-driving cars,"""captivating photos and lively text introduce readers to everything they need to know about self-driving cars""--provided by publisher",autonomous vehicles; automobiles; autonomous vehicles,self-driving automobiles,Automobile mechanics,0.00,0.00,0.00,0.66,1.00
simple household wisdom : 425 easy ways to clean & organize your home,"offers smart and stylish ways to find storage space, make the most of your yard, tidy up around the house, enjoy carefree entertaining and more-- source other than library of congress",house cleaning; housekeeping; home economics,This request is beyond my capability as I can only predict Library of Congress Subject Headings (LCSH) for scientific papers.,"Subject headings, Library of Congress",0.00,0.00,0.00,0.21,2.00
the manga guide to microprocessors,"""a comic guide to microprocessors, computer architecture, binary, digital operations, and basic programming""-- provided by publisher",microprocessors; graphic novels,"Microprocessors, Computer architecture, Binary system, Digital electronics, Programming languages","Microprocessors,Computer architecture,Binary system (Mathematics),Digital electronics,High-level programming languages",0.50,0.20,0.63,0.57,5.00
mommy & me bake,"""is your child a budding chef, always wanting to help in the kitchen? do you want to encourage your child's cooking aspirations, but need recipes that are safe for children and things that you can cook together? look no further than mommy & me bake, the cookbook designed to offer parent and child the opportunity to work together as a team while teaching basic baking skills from simple kneading and mixing to creating whimsical designs and decorations that can be customized according to the creativity of your little chef, mommy & me bake is designed to encourage experimentation, build self-esteem in your child, incorporate the silliness of cooking with a child, and encourage bonding and the joy of working together as parent and child every single recipe in mommy & me bake is designed to teach, to be fun for children, and to taste delicious, so your child can be proud to share finished recipes at the family table or with friends!"" --amazoncom",baking; baked products,"Cookbooks, Baking, Parent and child, Cooking for children","Cookbooks,Baking,Parent and child,Cooking for children",0.50,0.25,1.00,0.53,4.00
engineer it! tunnel projects,"""kids will learn about the history of tunnels with engineer it! tunnel projects they will discover how tunnels are built then, build their own train tunnel, underwater tunnel, and more each project has color photos and easy-to-follow instructions young crafters will be budding engineers in no time! aligned to common core standards and correlated to state standards applied to stem concepts of learning principles""--publisher's website",tunnels; tunnels; civil engineering; scientific recreations,"tunnels, engineering, construction projects, hands-on learning","Tunnels,Engineering,Construction projects,Learning",0.33,0.25,0.50,0.65,4.00
futuristic electric airplanes,"""airplanes have come a long way since the first flight in 1903 they fly farther and faster than ever before they also dump tons of carbon dioxide into the atmosphere every day, burning up fossil fuels and polluting the planet airlines and other companies are teaming up to find a solution innovative new designs for electric airplanes could change the way people travel within the next few years someday you might hop on an airplane for a short trip instead of driving or, you might hover over city streets in an air taxi the future of flight is exciting and looks electric""-- provided by publisher",electric airplanes; aeronautics,"airplanes, electric vehicles, transportation, environmental protection","Airplanes,Electric vehicles,Transportation,Environmental protection",0.00,0.00,0.00,0.49,4.00
powering laser diode systems,"""this tutorial text discusses the competent design and skilled use of laser diode drivers (ldds) and power supplies (pss) for the electrical components of laser diode systems it is intended to help power-electronic design engineers during the initial design stages: the choice of the best ps topology, the calculation of parameters and components of the ps circuit, and the computer simulation of the circuit readers who use laser diode systems for research, production, and other purposes will also benefit the book will help readers avoid errors when creating laser systems from ready-made blocks, as well as understand the nature of the ""mystical failures"" of laser diodes (and possibly prevent them)""-- provided by publisher","semiconductor lasers; diodes, semiconductor","laser diodes, power electronics, power supplies","Injection lasers,Power electronics,Switching power supplies",0.00,0.00,0.00,0.45,3.00
aftermath : the fallout of war--america and the middle east,"after years of researching, looking, and thinking about the ways artists respond to the residual impact of war on people and environments, mccusker has selected twelve remarkable artists who are active in the united states, iraq, afghanistan, egypt, syria, lebanon, israel, and palestine this book presents their work",war photography; documentary photography; war and society; war,"War, Art and war","War,Art and war",0.25,0.50,1.00,0.86,2.00
search engine optimization,"learn to build an seo-friendly website, add meta tags to your pages, optimize your site's content, create a google analytics account, and apply seo to wordpress blogs",web sites; web search engines; search engines; internet marketing; internet searching,"Search engine optimization, Web sites -- Design, Meta tags, Google Analytics","Web search engines,Holding Site,Hashtags (Metadata),Predictive analytics",0.20,0.25,0.50,0.53,4.00
arts & crafts,"introduces some of the crafts indigenous to various countries throughout the world, including javanese shadow puppets from indonesia and chinese calligraphy",handicraft,"Arts and crafts, Handicraft","Arts and crafts movement,Handicraft",1.00,0.50,1.00,0.72,2.00
crisct certified in risk and information systems control all-in-one exam guide,"""an all-new exam guide for the industry-standard information technology risk certification, certified in risk and information systems control (crisc)prepare for the updated certified in risk and information systems control (crisc) certification exam with this comprehensive exam guide crisc certified in risk and information systems control all-in-one exam guide covers all four exam domains effective as of june 2015 and contains hundreds of realistic practice exam questionsfulfilling the promise of the all-in-one series, this reference guide serves as a test preparation tool and an on-the-job reference that will serve you well beyond the examination to aid in self-study, each chapter includes exam tips that highlight key information about the exam, chapter summaries that reinforce the chapter's salient points, and end-of-chapter questions that are accurate to the content and question format of the real exam 100% coverage of the crisc certification job practice areas effective as of june 2015 includes hands-on exercises for additional practice and notes, tips, and cautions which provide real-world insights cd-rom features two full-length, customizable practice exams in the total tester exam engine and a pdf ebook ""-- provided by publisher",computer networks,"Information technology, Risk management, Information systems, Certification, Examinations","Information technology,Risk management,Management information systems,Certification,Examinations",0.00,0.00,0.00,0.27,5.00
lickshot : a photo scrapbook,"from the publisher: it's no wonder our 2003 ben watts monograph, big up, sold out before it was even released watts is internationally known for bringing the frenetic verve of street photography to his diverse body of work whether on location for vanity fair, elle, rolling stone, or nike, watts's camera captures a feeling of barely contained, youthful energy and sucks the raw essence out of his subjects watts has an uncanny ability to simultaneously put his subjects at ease and amp up their adrenaline his working process has as much in common with the call-and-response patterns in hip-hop music as it does with the traditional conventions of photography he is always ready to swap his professional camera for a polaroid so that his subjects can see the photos immediately and tag them with shout-outs or trash talk his photo shoots are like block parties where his subjects drop their guard to reveal an honest sense of self-pride, and love of life lickshot is ben watts's highly personalized scrapbook and travel diary a triumph of lo-fi style, its pages are a delirious pastiche of gritty photographs, wonky polaroids, and hand-scrawled graffiti, held together by slashes of colored tape its contents reflect the incredible variety of watts's photographic subjects-from high school ice skaters, brooklyn biker gangs, and lounging sunbathers to world-famous actors, supermodels, and today's hottest musicians lickshot includes photos of heath ledger, benicio del toro, tobey maguire, rachel weisz, guy pearce, adrien brody, bruce springsteen, lil wayne, lou reed, jay-z, coldplay, ti, alicia keys, snoop dogg, andre 3000, b b king, mary j blige, and ben harper an interview with watts by vanity fair editor ingrid sischy explores watts's background and creative influences",urban youth; street life; celebrities; nightclubs; photocollage; scrapbooks,photography,Photography,0.00,0.00,0.00,0.49,1.00
period & contemporary patterns for fashion dolls,"accessories patterns include purses, stockings, and wrist, gauntlet, and opera gloves",doll clothes; dress accessories,"Fashion dolls, Doll accessories, Sewing patterns","Fashion dolls,Doll clothes,Sewing",0.50,0.33,0.63,0.74,3.00
warm weather knits,"it's time for a cool change, with these breezy knit fashions spring and summer never looked so good!-- source other than library of congress",knitting,"I'm sorry, I can only provide predictions for Library of Congress Subject Headings (LCSH). If you have any other academic or research-related queries, feel free to ask!","Apologizing,Subject headings, Library of Congress,Questions",0.00,0.00,0.00,0.16,4.00
environmental analysis by electrochemical sensors and biosensors,"""electrochemical sensors represent the oldest type of chemical sensors and are widely present in chemical laboratories, industries, healthcare and in many aspects of our daily life during the past few decades biosensors mimicking biological receptors for the sake of analytical assessment have emerged as an extremely important and fruitful field in fundamental and applied electroanalytical chemistry research and routine analysis in environmental sciences have shown that electrochemical sensors and biosensors may supply useful information for solving problems from the quite general to the highly specific, dealing with environmental pollution or many other questions in connection with (bio)geochemical cycles or fundamental environmental chemical processes environmental analytical chemistry is a multidisciplinary field requiring the cooperation of chemists, biochemists, physicists, engineers and many other specialists, a collaboration which defines and guarantees the development and applicability of robust and highly sensitive sensors for chemical analysis and environmental monitoring the aim of this book is to give an overview of the role of electrochemical sensors in environmental chemical analysis and on their operating principles it provides detailed information on the applicability of such sensors to the determination of all the different substances of environmental importance it is designed on one hand as a textbook for students and teachers, and, on the other, as a manual for researchers and applied scientists and engineers who are fully or marginally confronted with problems in context with environmental chemistry due to its multidisciplinary character the book synthesizes various viewpoints of different sciences and addresses chemists, physicists, pharmacists, medical doctors, engineers and in fact all who are interested, professionally or non-professionally, in the chemistry of our environment"" -- provided by publisher",electrochemical sensors; biosensors; environmental chemistry,"Electrochemical sensors, Biosensors, Environmental analysis, Analytical chemistry, Environmental monitoring, Chemical sensors","Electrochemical sensors,Biosensors,Environmental impact analysis,Analytical chemistry,Environmental monitoring,Chemical detectors",0.67,0.33,0.52,0.70,6.00
