title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
knots : the complete visual guide,"provides instructions for tying knots for various purposes; features advice on selecting, using, and maintaining ropes; and offers information about knot families, including stopper knots, binding knots, bends, hitches, loops, and sennits",knots and splices; knots and splices,"Rock climbing,Camping,Outdoor skills,Ropes,Sailing,Navigation,Mountaineering,Knots,Climbing,Ropework","Rock climbing,Camping,Outdoor education,Jump ropes,Sailing,Navigation,Mountaineering,Climbing knots,Free climbing,Ropework",0.00,0.00,0.00,0.26,10.00
the decline of european naval forces : challenges to sea power in an age of fiscal austerity and political uncertainty,"""the decline of european naval forces provides insight into the evolution of europe's naval forces since the end of the cold war to illuminate the drastic changes many european navies have undergone over the last twenty-five years, the author analyzes in several case studies the defense policies and naval strategies of eleven european states as well as the evolution,deployment, and capabilities of their respective naval forces the author looks at the development of europe's most important naval forces is assessed per the respective strategic framework in which they have operated over the past two decades this book describes not only the general composition of each force but also the range of their capabilities and their important technical features""--provided by publisher",sea-power; navies; naval strategy,"Austerity measures,European defense,Military spending,Sea power,Maritime security,Naval strategy,Maritime power,Fiscal policy,Political stability,Defense policy,Military planning,Military policy,National security,European Union countries,Naval forces,Naval history,Europe,Cold War","Banks and banking, Australian,European cooperation,Military spending,Sea-power,Maritime law,Naval strategy,Maritime law,Fiscal policy,Political stability,Military policy,Military planning,Military policy,National security,European Union countries,Naval tactics,Naval history,Europe,Cold War",0.33,0.06,0.50,0.50,18.00
nuclear submariners,"this fascinating book looks at what life is like for the men who live and work together on nuclear submarines; what the inside of a nuclear submarine looks like and how it works; how the sea gives the submariners all the air they need to breathe while under water; and how they ""fight"" the boat while they hunt other submarines",nuclear submarines; submariners,"Nuclear,Submarines,Military personnel,Naval warfare,Military operations,Submarine warfare,Life on nuclear,Underwater warfare,Life on submarines","Nuclear energy,Submarines (Ships),Military police,Naval tactics,Operations other than war,Submarine warfare,Nuclear energy,Submarine warfare,Submarine forces",0.00,0.00,0.00,0.59,9.00
the few and the proud : from the sands of iwo jima to the deserts of iraq : marine corps drill instructors in their own words,"beginning with interviews with the last surviving drill instructors of world war ii, this oral history offers the voices of veterans from every major war of the last sixty years, concluding with accounts of what it takes to train marines for iraq today it contains revelatory details about the vicious training techniques used to prepare marines for the great battles against japan in the pacific; the ribbon creek training disaster of the 1950s; and legendary stories by the likes of iwo jima veteran ""iron"" mike mervosh and r lee ermey, the infamous drill instructor from full metal jacket with death-defying accounts relayed from the mcrd in san diego and the legendary parris island, the few and the proud is both a personal history of the 230-year-old us marine corps and a repository of heroism, leadership, and determination in the toughest division of the united states military--from publisher description",basic training (military education),"2003,Drill instructors,1939,Oral histories,United States Marine Corps,World War,Iraq War,Marine Corps,San Diego,Military training,Parris Island,Pacific Theater of World War II,United States","2003-,Well drillers,1939-1945,Oral history,United States. Marine Corps,World War III,Iraq,United States. Marine Corps,San Diego,Military education,Pariti Island,Asia Pacific War, ca. 1931-1945,United States",0.00,0.00,0.00,0.22,13.00
"consolidated afloat networks and enterprise services (canes) : manpower, personnel, and training implications","""the computer networks, systems, and applications used on navy ships are an amalgam of disparate hardware and software systems that were developed and introduced onboard largely independent from one another the consolidated afloat networks and enterprise services (canes) initiative is designed to consolidate and improve the networks on tactical platforms, largely through a common computing environment the conversion to canes could reduce requirements for manpower and alter the demand for training this report provides a review of current navy manpower, personnel, and training practices; the implications of the conversion to canes; and resulting recommendations""--rand web site",command and control systems,"Information technology,Military personnel,Military computing,Personnel management,Information systems management,Organizational change management,Shipboard computers,Network management,Computer networks","Information technology,Military police,Cyberspace operations (Military science),Personnel management,Management information systems,Organizational change,Single-board computers,Time management,Computer networks",0.00,0.00,0.00,0.34,9.00
the press gang : naval impressment and its opponents in georgian britain,"the press gang, and its forcible recruitment of sailors to man the royal navy in times of war, acquired notoriety for depriving men of their liberty and carrying them away to a harsh life at sea, sometimes for years at a time nicholas rogers explains exactly how the press gang worked, whom it was aimed at and how successful it was in achieving its ends he also shows the limits to its operations and the press gang's need for cooperation from local authorities, who were by no means prepared to support it--from publisher description",impressment,"Maritime law,18th century,Sailors,Naval Impressment,Press gangs,Impression (Military law),Great Britain,History,Naval history,England","Maritime law,18th century,Sailors,Naval strategy,Gangs,Complaints (Military law),Great Britain,History,Naval history,England",0.00,0.00,0.00,0.25,10.00
crash dive : true stories of submarine combat,"""they are the ultimate unseen deterrent in modern warfare thousands of tons of steel, missiles, torpedoes, and men lurking silently hundreds of feet underwater, able to lie off any coastline and unleash a devastating hail of destruction with pinpoint accuracy they are the true masters of the oceans, striking swift and unseen before slipping away, ready to do it all over again at a moment's notice"" --cover, p 2",submarines (ships); submarine warfare; submariners,"Military strategy,1939,World War,Submarines,World War II history,US Navy,Military operations,Submarine warfare,II,Pacific Theater of World War II,Naval operations,Submarines (Ships),Underwater warfare","Military planning,1939-1945,World War III,Submarines (Ships),World War, 1939-1945,Navy,Operations other than war,Submarine warfare,Errors,Asia Pacific War, ca. 1931-1945,Naval operations,Submarines (Ships),Submarine warfare",0.67,0.15,0.47,0.62,13.00
grace hopper : computer scientist,"in grace hopper, learn how the american computer scientist chose to pursue a career in science and revolutionized the way we program computers features include a timeline, a glossary, essential facts, references, websites, source notes, and an index aligned to common core standards and correlated to state standards",women admirals; admirals; women computer scientists; women computer programmers; computer scientists; computer programmers,"Computer programmers,Women's education history,Women computer scientists,American computer scientists,Women in engineering,Women in science,Mathematics education for women,Women in technology,Computer science history","Computer programmers,Women history teachers,Women computer scientists,Computer scientists,Women in engineering,Women in science,Women mathematics teachers,Women in technology,Computer science",0.33,0.22,0.59,0.76,9.00
"george barnett, marine corps commandant : a memoir, 1877/1923","""barnett was relieved as commandant in 1920 in retirement, he dictated his recollections of 45 years of service, including his education at annapolis, overseas service in sitka, samoa and peking, and encounters with prominent people this edited version of his story provides an unprecedented look at the corps between the civil war and the spanish-american war""-- provided by publisher","marines; generals; spanish-american war, 1898; world war, 1914-1918","1865,United States Marine Corps,China,Sitka (Alaska),Samoa,United States,Marine Corps officers,Biography,Military officers,Military education,Maryland","1865-,United States. Marine Corps,China,Sitka Graywacke (Alaska),Samoa,United States,United States. Marine Corps,Biography,Officer personnel,Military education,Maryland",0.00,0.00,0.00,0.47,11.00
"a tale of two navies : geopolitics, technology, and strategy in the united states navy and the royal navy, 1960-2015","""a tale of two navies is an analysis of the unique relationship between the united states navy and the royal navy from 1960 to present this loosely chronological study examines the histories, strategies, operations, technology, and intelligence activities of both navies bringing his extensive experience in both navies to bear, anthony wells provides a revealing look at the importance of naval thinking and how it impacts not only every level of naval activity, but also national defense as a whole""--provided by publisher",sea-power; sea-power; naval strategy; naval art and science; geopolitics,"Maritime strategy,Sea power,Naval strategy,Military doctrine,Naval technology,Royal Navy,Anglo,International relations,Military intelligence,Defense policy,United States Navy,Naval operations,National security","Naval strategy,Sea-power,Naval strategy,Military doctrine,Naval research,Admiralty,Anglona (Region),International relations,Military intelligence,Military policy,United States. Navy,Naval operations,National security",0.25,0.08,0.63,0.63,13.00
"changing aircraft carrier procurement schedules : effects that a five-year procurement cycle would have on cost, availability, and shipyard manpower and workload","""nuclear-powered aircraft carriers are the largest, most capable, and most survivable ships in the us navy in the mid-1990s, there were 15 aircraft carriers in the navy fleet; today, there are 11 the secretary of defense recently announced plans to shift the navy aircraft carrier acquisition program to extend the cycle for acquiring a new aircraft carrier from approximately every four years to five years in the long run, this could have the effect of reducing the number of aircraft carriers to ten shifting from the 30-year shipbuilding plan (sbp) to a five-year authorization cycle for acquiring aircraft carriers should have almost no impact on force structure and the industrial base in the next decade beyond the early 2020s, however, the five-year plan results in an increasingly smaller aircraft carrier force structure and a lower probability of meeting goals for the number of deployed aircraft carriers the five-year plan will have an impact on the total acquisition costs of cvn 79 and cvn 80 due to the effects of inflation the five-year plan could have a larger effect on any subsequent desire to increase the number of aircraft carriers in the fleet although the number of aircraft carriers can be rather quickly reduced through early retirements, a construction cycle of at least four years, coupled with seven or more years between authorization and delivery, means that it can take decades to add an aircraft carrier to the fleet policymakers might wish to consider this inability to rapidly expand the aircraft carrier force more than any of the factors considered here""--p [4] of cover",aircraft carriers; military planning; shipbuilding industry,"Shipbuilding,Aircraft carriers,Naval strategy,Military planning,United States Navy,Naval vessels,Defense spending,United States","Shipbuilding,Aircraft carriers,Naval strategy,Military planning,United States. Navy,Naval auxiliary vessels,Defense spending,United States",0.67,0.25,0.42,0.67,8.00
battleships,"""a kindergarten-level introduction to battleships, covering their captains, weapons, role in battle, and such defining features as their decks""-- provided by publisher",battleships,"Children's books,Battleships,Military history,Children's military books,Children's literature,Naval warfare,Warships,Warships history,Maritime history,Children's nonfiction,Military life,Naval history","Children's books,Battleships,Military history,Children of military personnel in literature,Children's literature,Naval tactics,Warships,Naval history, Modern,Maritime boundaries,Young adult fiction in libraries,Military life,Naval history",1.00,0.08,0.50,0.48,12.00
"incidents at sea : american confrontation and cooperation with russia and china, 1945-2016","""drawing on extensive state department files, declassified navy policy papers, interviews with both former top officials and individuals who were involved in incidents, david f winkler examines the evolution of the us-soviet naval relationship during the cold war, focusing in particular on the 1972 incidents at sea agreement (incsea) in this volume, an updated edition of his classic cold war at sea, winkler brings the story up to the present, detailing occasional us-russia naval force interactions, including the april 2016 russian aircraft ""buzzings"" of the uss donald cook in the baltic he also details china's efforts to militarize the south china sea, claim sovereignty over waters within their exclusive economic zone, and the us navy's continuing efforts to counter these challenges to freedom of navigation""--provided by publisher",collisions at sea; cold war; sea-power,"Freedom of navigation,China,Incidents at sea,United States,Maritime law,Warships,International relations,Exclusive economic zone,Russia (Federation),Naval operations,South China Sea,Military relations,Cold War","Navigation,China,Survival at sea,United States,Maritime law,Warships,International relations,Regional economics,Russia (Federation),Naval operations,South China Sea,Military relations,Cold War",0.33,0.08,0.29,0.50,13.00
on the attack against rok ship cheonan,"on march 26, 2010, an unprecedented incident in which roks cheonan was sunk by a surprise torpedo attack by a north korean submarine occurred, resulting in the death of 46 crew members the ministry of national defense organized the civilian-military joint investigation group on march 31 in order to clearly identify the cause of the sinking as well as the entity responsible for the incident the civilian-military joint investigation group proceeded with the investigation with the participation of civilian and foreign experts to ensure objectivity and credibility the final investigation results were announced on may 20 the civilian-military joint investigation group reported the investigation results to the un security council on june 14 as a result, un security council presidential statement that acknowledges and condemns north korea's culpability in the incident was unanimously adopted north korea continues to deny the facts and has heightened its threats of military provocations, claiming that the republic of korea fabricated the investigation results",shipwrecks; marine accidents; maritime terrorism,"2010,Torpedo attacks,Cheonan sinking,South Korea,Warships accidents investigation,Cheonan (Warship),International relations,North Korea,Maritime incidents,Military relations","2010-,Torpedo-boats,Last clear chance,Korea,Damage control (Warships),Stealth warships,International relations,Korea (North),Maritime terrorism,Military relations",0.00,0.00,0.00,0.42,10.00
get all tied up : tying knots,"""a fun look at the knot's place in history, sailing, fishing and sports illustrations and instructions provided to learn how to tie ten different types of knots and what the knots can be used for glossary, additional resources and index""--provided by publisher",knots and splices,"Rock climbing equipment and supplies,Sailors' knots,Camping knots,Fishing knots,Rope work,Sailing knots,Knots,Climbing knots,Sports","Athletic equipment and supplies,Sailors,Climbing knots,Fishing knots,Ropework,Knots (Fishing boats),Climbing knots,Climbing knots,Sports",0.00,0.00,0.00,0.51,9.00
screwpiles : the forgotten lighthouses,"""a pictorial history book about screwpile lighthouses in southeastern virginia, northeastern north carolina, and southern maryland""--provided by publisher",lighthouses; lighthouses; lighthouses; lighthouses,"Lighthouse architecture,Southeastern United States,Maritime history,Coastal protection,Maritime architecture,North Carolina,Waterfront structures,Virginia,Lighthouses,Maryland","Lighthouses in art,Great Southern Region (W.A.),Maritime boundaries,Coastal zone management,Sea chests (Naval architecture),North Carolina,Waterfronts,Virginia,Lighthouses,Maryland",1.00,0.10,0.43,0.41,10.00
100 years of marine corps aviation : an illustrated history,"this commemorative work offers a snapshot view of the people, aircraft, and events that comprise the first century of marine aviation featuring a foreword by john glenn, jr, it showcases the achievements of marine aviation through seldom seen photographs and accounts of pivotal battles and events an oral history cd is included in the back of the book, providing the text and photos with first-hand accounts from select marine aviators additionally, this publication offers several appendices to serve as a reference","airplanes, military; fighter pilots; marines; helicopters","Naval aviation,Biographical,United States Marine Corps,Military history,Helicopters,Aerial operations,Aircraft,Marines,Aviation personnel,Aeronautics and aviation,Military,Naval operations,Vietnam War,Marine Corps history,World War I,History,World War II,United States","Naval aviation,Biographical methods,United States. Marine Corps,Military history,Helicopters,Aerial operations,Airplanes,Marines,Aviation ground crews,Aeronautics,Army,Naval operations,Vietnam,Marine protests,World War III,History,World War III,United States",0.60,0.17,0.58,0.66,18.00
nimitz aircraft carrier,"""a high-interest introduction to the size, speed, and purpose of one of the world's largest aircraft carriers, including a brief history and what the future holds for the nimitz aircraft carrier""-- provided by publisher",aircraft carriers; nimitz class (aircraft carriers),"Naval aviation,United States Naval history,Aircraft carriers,US Navy,United States,Warships,Carrier,Nimitz class,Naval vessels,Military ships,Aircraft carrier operations,Military aircraft","Naval aviation,Naval history,Aircraft carriers,Navy,United States,Warships,Carrier,Basenji,Naval auxiliary vessels,Ships,Aircraft carriers,Electronic warfare aircraft",0.50,0.08,0.28,0.64,12.00
"the marine corps and the state department : enduring partners in united states foreign policy, 1798-2007","""this work is a complete history of the partnership between the department of state and the us marine corps tracing the evolving role that marines have played in conjunction with the foreign service""--provided by publisher",embassy buildings; diplomatic and consular service,"United States Foreign Policy,United States Marine Corps,State Department,United States Department of State,Marine Corps,Diplomatic Relations,Diplomatic History,United States","Economic sanctions, American,United States. Marine Corps,United States. Department of State,United States. Department of State,United States. Marine Corps,Diplomatic etiquette,Diplomatic history,United States",0.00,0.00,0.00,0.42,8.00
finding north : how navigation makes us human,"""navigation is the key human skill it's something we do everywhere, whether feeling our way through a bedroom in the dark, or charting a ship's course but how does navigation affect our brains, our memory, ourselves? blending scientific research and memoir, and written in beautiful prose, finding north starts with a quest by the author to understand this most basic of human skills---and why it's in mortal peril in 1844, foy's great-great grandfather, captain of a norwegian cargo ship, perished at sea after getting lost in a snowstorm foy decides to unravel the mystery surrounding halvor michelsen's death---and the roots of his own obsession with navigation---by re-creating his ancestor's trip using only period instruments beforehand, he meets a colorful cast of characters to learn whether men really have better directional skills than women; how cells, eels, and spaceships navigate; and how tragedy results from gps glitches he interviews a cabby who has memorized every street in london, sails on a haitian cargo sloop, and visits the site of a secret navigational cult in greece at the heart of foy's story is this fact: navigation and the brain's memory centers are inextricably linked as foy unravels the secret behind halvor's death, he also discovers why forsaking our navigation skills in favor of gps may lead not only to alzheimers and other diseases of memory, but to losing a key part of what makes us human""-- provided by publisher",navigation; navigation; navigation; ocean travel,"Brain function,Human behavior,Navigation,Psychology,Cognitive psychology,Spatial reasoning,Memory,Alzheimer's disease,Human geography","Minimal brain dysfunction,Human behavior,Navigation,Psychology,Cognitive psychology,Spatial behavior,Memory,Alzheimer's disease,Human geography",0.50,0.11,0.30,0.30,9.00
uscgc mackinaw (wlbb-30),"""june 10, 2006, marked the beginning of a new era in a one-of-a-kind ceremony, the original us coast guard cutter mackinaw was decommissioned, followed by the commissioning of the new great lakes icebreaker that carries the same name the old cutter's legacy would be carried through to the new ship's multi-mission capabilities of ice breaking, buoy tending, search and rescue, oil-spill response, and maritime homeland security the new mackinaw's sophisticated propulsion package, computer-based navigation and steering,, and state-of-the-art dynamic positioning system bring new technology to its mission as ""guardian of the great lakes""""--back cover",icebreakers (ships); seafaring life; ice breaking operations,"Homeland security,Ship commissioning and decommissioning,Coast guard ships,United States,United States Coast Guard,Great Lakes (North America),United States Coast Guard ships,Great Lakes,Maritime security,Icebreakers,Maritime law enforcement","National security,Refloating of ships,Coast defenses,United States,Coast defenses,Great Lakes (North America),Tariff on marine radar systems,Great Lake,Maritime law,Icebreakers (Ships),Maritime law",0.00,0.00,0.00,0.38,11.00
warships,"""learn all about warships, from how they have influenced history to how the technology behind them has improved over time""-- provided by publisher",warships; naval history,"Naval engineering,Shipbuilding,Warships design and construction,Naval architecture,Naval warfare,Warships,Military technology,Maritime history,Military vessels,Naval history","Naval education,Shipbuilding,Hulls (Naval architecture),Naval architecture,Naval tactics,Warships,Military engineering,Maritime boundaries,Salvage vessels,Naval history",1.00,0.20,0.92,0.77,10.00
battleships,"introduces the development, military uses, weaponry, dangers, and locomotion of battleships",battleships,"Naval engineering,Shipbuilding,Battleships,Naval warfare,Warships,Military technology,Maritime history,Maritime warfare,Naval artillery,Naval vessels","Naval education,Shipbuilding,Battleships,Naval tactics,Warships,Military engineering,Maritime boundaries,Maritime terrorism,Artillery, Coast,Naval auxiliary vessels",1.00,0.10,1.00,0.66,10.00
investigation report into the appointment and conduct of hamish sharp in the national maritime safety authority board : final report,this is a final report of an investigation conducted by the ombudsman commission into the appointment of mr hamish sharp to the national maritime safety authority (nmsa) board and the conduct of mr hamish sharp in the nmsa board meetings,misconduct in office; administrative responsibility,"Conduct,Ombudsmen,Administrative Responsibility,Governmental,Public Officials,Administrative Law,Government Boards,Complaints,Ethics,Investigations,Governmental Agencies,Boards of Directors,Accountability,Conflict of Interest,Maritime Safety","Conduct of life,Versions, Hussite,Administrative responsibility,Government,Public administration,Administrative law,Advisory boards,Complaints against,Ethics,Investigations,Administrative agencies,Boards of directors,Government accountability,Conflict of interests,Maritime law",0.50,0.07,0.26,0.48,15.00
women of the us marine corps : breaking barriers,"""describes the past, present, and future of women in the us armed forces""--provided by publisher",women marines,"Women in Combat,Women Marines,US Marine Corps,Women in Leadership Roles,Feminism,Women's Rights,Equality in the Military,Women in the Military,Military Personnel","Women in combat,Women marines,United States. Marine Corps,Leadership in women,Feminism,Women's rights,Discrimination in the military,Women and the military,Military police",1.00,0.11,0.50,0.60,9.00
early ships and seafaring water transport beyond europe,"in this volume professor sean mcgrail introduces the reader to a relatively new branch of archaeology - the study of water transport - how early rafts, boats and ships were built and used concepts, such as boatbuilding traditions, ship stability and navigation without instruments, are first described archaeological research is then discussed, including sea levels in earlier times, how to distinguish the vestigial remains of a cargo vessel from those of a fighting craft; and the difference between a boat and a ship chapters 2 and 3, the heart of the text, deal with the early water transport of the mediterranean and atlantic europe, from the stone age to medieval times each chapter includes a description of the region's maritime geography and an exposition of its boat-building traditions the third element is a discussion of the propulsion, the steering and the navigation of these early vessels the sparse, often jumbled, remains of excavated vessels have to be interpreted, a process that is assisted by consideration of early descriptions and illustrations studies of the way traditional builders of wooden boats ply their trade today are also a great help experimental boat archaeology is still at an early stage but, when undertaken rigorously, it can reveal aspects of the vessel's capabilities such information is used in this volume to further our understanding of data from boat and ship excavations, and to present as coherent, comprehensive and accurate a picture as is now possible, of early european boatbuilding and use","ships, ancient; shipping","Shipbuilding,Prehistoric ships,Ship design,Maritime geography,Archaeological research,Navigation,Maritime history,Seafaring,Boatbuilding,Maritime,Maritime archaeology,Boat construction,Water transportation,Experimental archaeology,Archaeology,Wooden boats","Shipbuilding,Boats, Prehistoric,Ship models,Maritime boundaries,Archaeology and history,Navigation,Maritime boundaries,Seafaring life,Boatbuilding,Maritime boundaries,Maritime anthropology,Boatbuilding,Inland water transportation,Experimental archaeology,Archaeology,Wooden boats",0.00,0.00,0.00,0.59,16.00
decoding a royal marine commando : the militarized body as artefact,"""with a heritage dating back to the mid-seventeenth century, the royal marines have accrued a rich history of rituals, artefacts and material culture that is consciously deployed in order to define and shape the institution both historically and going forward into an uncertain future drawing upon this heritage, mark burchell offers a unique method of understanding how the royal marines draw upon this material culture in order to help transform ordinary labour power to political agency comprising acts of controlled and sustained violence he demonstrates how a barrage of objects and items - including uniforms, weapons, landscapes, architecture, personal kit, drills, rituals, and iconography - are deployed in order successfully to integrate the recruits into the royal marines' culture it is argued that this material culture is a vital tool with which to imprint the military's own image on new recruits as they embark on a process of de-individualisation""-- provided by publisher",material culture,"Military culture,Royal Marines,Military rituals,Body modification,Identity (Psychology),Great Britain,Commando troops,Physical conditioning,British armed forces,Personnel management","Military socialization,Marines,Military religious orders,Human body,Identity (Psychology),Great Britain,Commando troops,Emotional conditioning,British forces,Personnel management",0.00,0.00,0.00,0.20,10.00
service : a navy seal at war,"the author, a navy seal, returned from his star-crossed mission in afghanistan with his bones shattered and his heart broken so many had given their lives to save him, and he would have readily done the same for them as he recuperated, he wondered why he and others, from america's founding to today, had been willing to sacrifice everything, including themselves, for the sake of family, nation, and freedom in this book, we follow the author to iraq, where he returns to the battlefield as a member of seal team 5 to help take on the most dangerous city in the world, ramadi, the capital of war-torn al anbar province there, in six months of high-intensity urban combat, he would be part of what has been called the greatest victory in the history of us special operations forces we also return to afghanistan and operation redwing, where he offers powerful new details about his miraculous rescue throughout, he reflects on what it really means to take on a higher calling, about the men he's seen lose their lives for their country, and the legacy of those who came and bled before","afghan war, 2001-; afghan war, 2001-; iraq war, 2003-2011; iraq war, 2003-2011","Afghanistan War,Special forces,Operation Redwing,Veterans,Military Operations,Military personnel,Iraq War,Combat,Biography,War stories,Al Anbar Province,Sacrifice,United States Navy,Ramadi,United States","Afghan Wars,Special forces (Military science),Operation Overlord,Veterans,Operations other than war,Military police,Iraq,Combat,Biography,War stories,Llanada Alavesa Region,Sacrifice,United States. Navy,Rāmānandīs,United States",0.25,0.07,0.50,0.49,15.00
sea rescue,"""introduces nine sea emergency vehicles, such as lifeboats, jet skis, and coast guards explains and diagrams how each is equipped to rescue people in different situations at sea includes a reading quiz and web sites""--provided by publisher",search and rescue boats,"Emergency medical services,Maritime rescue,Maritime rescue operations,Coastal safety,Coast guard vessels,Maritime emergencies,Lifeboats,Jet skis,Emergency response,Shipwrecks","Emergency medical services,Maritime liens,Search and rescue boats,Coastal zone management,Salvage vessels,Maritime terrorism,Lifeboats,Jet skiing,Emergency services,Shipwrecks",0.00,0.00,0.00,0.52,10.00
mathematician and computer scientist grace hopper,"""have you ever wondered where the term debugging comes from? learn about grace hopper, a computer scientist and us navy rear admiral, known for her contributions to the early development of computer programming""--provided by publisher",admirals; women admirals; computer engineers; women computer engineers,"Software development,Computer programmers,Debugging (Computer program fault location),Programming languages,Women in the military,Women computer scientists,Navy,Women in computer science,Computer science history","Software engineering,Computer programmers,65816 (Microprocessor),High-level programming languages,Women and the military,Women computer scientists,Navy,Women in computer science,Computer science",0.00,0.00,0.00,0.65,9.00
"the american clipper ship, 1845-1920 : a comprehensive history, with a listing of builders and their ships","""this work offers a new and comprehensive account of the fastest and most beautiful sailing ships ever built it explores the quest for speed on the seas from the early 1800s through the fast-paced times of the 1850s their builders in east coast states from maine to florida are discussed in detail ""-- provided by publisher",clipper ships; merchant marine; merchant marine; shipbuilding,"Shipbuilding,American history,Sailing ships,Ocean travel,Shipping industry,Clipper ships,Maritime history,Merchant ships,American","Shipbuilding,American essays,Sailing ships,Ocean travel,Shipping companies (Marine transportation),Clipper ships,Maritime boundaries,Merchant ships,American",0.67,0.22,0.82,0.66,9.00
benjamin brown and the great steamboat race,the story of a race between steamboats natchez and robert e lee in 1870 includes a script for readers' theater,steamboats; readers' theater,"Steamboat racing,Mississippi River,American Steamboat History,Maritime History,Natchez,Mississippi River History,Robert E Lee (Steamboat),American History,Steamboats,Mississippi,Natchez (Steamboat),Riverboats,Transportation History,Robert E Lee (steamboat),United States History,19th century","Steamboats,Mississippi River,Steamboat disasters,Maritime boundaries,Natchez (Miss.),Mississippi River (Ont.),Mariel Boatlift, 1980,American essays,Steamboats,Mississippi,Natchez (Miss.),River boats,20th Century Limited (Express train),Mariel Boatlift, 1980,Founding Fathers of the United States,19th century",0.50,0.07,0.32,0.50,15.00
no shelf required : e-books in libraries,"sue polanka brings together a variety of professionals to share their expertise about e-books with librarians and publishers providing forward-thinking ideas while remaining grounded in practical information that can be implemented in all kinds of libraries, the topics explored include an introduction to e-books and their different types, an overview of their history and development, e-book technology, why e-books are good for learning, and how librarians can market them to a wide range of users--[back cover]",libraries and electronic publishing; electronic books,"Digital libraries,Library acquisition and collection development,Library collections management,E,Electronic bookstores,Electronic books,Electronic information resources,Library services,Digital media","Digital libraries,Collection development (Libraries),Collection management (Libraries),Confirmation,Internet bookstores,Electronic books,Electronic information resources,Fee-based library services,Digital media",0.50,0.11,0.33,0.62,9.00
creating digital collections : a practical guide,"libraries recognize the importance of digitizing archival material to improve access to and preservation of their special collections this book provides a step-by-step guide for creating digital collections, including examples and practical tips it illustrates concepts with an ongoing case study at the end of each chapter",archival materials; library materials,"Digital curation,Digital preservation,Digital libraries,Digital collections,Collection management,Special collections,Library collections,Archives","Data curation,Digital preservation,Digital libraries,Special collections,Collection management,Special collections,Documents libraries,Archives",0.00,0.00,0.00,0.56,8.00
the patron-driven library : a practical guide for managing collections and services in the digital age,"""a guide for librarians to develop a new relationship with technology that preserves the core mission of libraries while responding to the needs of a new generation of library clients""--page xxii",libraries; libraries; libraries; libraries and the internet; librarians; use-driven acquisitions (libraries),"Patron,Digital libraries,User experience,Collection development,Library marketing,Information literacy,Library management,Libraries and community,Library services","Patron and client,Digital libraries,Experience,Collection development,Libraries and business,Information literacy,Library administration,Libraries and community,Fee-based library services",0.00,0.00,0.00,0.55,9.00
"rainbow family collections : selecting and using children's books with lesbian, gay, bisexual, transgender, and queer content","""this book examines and suggests picture books and chapter books presenting lgbtq content to children under the age of 12--it's one of the only available resources to provide this important information""-- provided by publisher ""rainbow family collections examines over 200 children's picture books and chapter books with lgbtq content from around the world highlighting titles for children from infancy to age 12, each entry in rainbow family collections supplies a synopsis of the content, lists awards it has received, cites professional reviews, and provides suggestions for librarians considering acquisition the book also provides a brief historical overview of lgbtq children's literature along with the major book awards for this genre and a list of criteria for selecting the best books with this content interviews with authors and key individuals in lgbtq children's book publishing are also featured""-- provided by publisher",sexual minorities; children of sexual minority parents; children's libraries; libraries; children's libraries; libraries and sexual minorities; sexual minorities in literature,"Children's books,Children's literature,LGBTQ+ themes in children's literature,Lesbian literature for children,Gay literature for children,Children's literature and social issues,Queer children's literature,LGBTQ+ authors,Gay and lesbian parents,Bisexual and transgender representation in children's literature","Children's books,Children's literature,Gay teenagers in literature,Lesbian teenagers in literature,Gay teenagers in literature,Missing children in literature,Gay teenagers in literature,Gay authors,Gay parents,Transgender people in literature",0.00,0.00,0.00,0.62,10.00
"applying library values to emerging technology : decision-making in the age of open access, maker spaces, and the ever-changing library","""applying library values to emerging technology: decision-making in the age of open access, maker spaces, and the ever-changing library offers a wide range of perspectives on how to interpret and apply library values in the context of emerging technologies authors include academic librarians, public librarians, and professors, and contributors from the library freedom project, the institute of museum and library services (imls), the free ebook foundation, creative commons, the electronic frontier foundation, the tor project, the center for information policy research, and the institute for the study of knowledge management in education divided into two sections--contemplating library values and applying library values--and using the ala's core values of librarianship as the primary reference point, chapters emphasize the underlying frameworks that guide librarian practice and capture practical, real-world applications that can ideally serve as a starting point for other librarians encountering similar issues, even if the specific technology or set of values may differ""-- provided by publisher",libraries; libraries; library science,"Information Architecture,Open Source,Technology Ethics,Information Policy,Emerging Technologies,Librarianship,Open Access,Digital Scholarship,Information Literacy,Knowledge Management,Digital Curation,Maker Movement,Library Science","Computer architecture,Open source software,Intermediality,Information policy,Appropriate technology,Comparative librarianship,Access,Open scholarship,Information literacy,Knowledge management,Data curation,Maker movement,Library science",0.50,0.08,0.39,0.39,13.00
the collection's at the core : revitalize your library with innovative resources for the common core and stem,"""common core standards, oer, stem, and collection development--where to begin? this book investigates these critical topics together to give you the power to transform your collection and practice and put your school library at the center of stem""-- provided by publisher",school libraries; libraries; libraries; libraries; libraries; libraries; science; science; school librarian participation in curriculum planning; open access publishing,"Educational technology,Common Core State Standards,Collection management,School libraries,Collection development,Open educational resources,Library collections,STEM education","Educational technology,Common Core State Standards (Education),Collection management,School libraries,Collection development,Open educational resources,Documents libraries,General education",0.20,0.12,0.50,0.48,8.00
